dist_img,img,dist,ver,ref_img,mos,var
images/I18_25_03.png,I18,25,03,images/I18.png,3.9,0.746
images/I18_25_04.png,I18,25,04,images/I18.png,4.03,0.752
images/I18_25_05.png,I18,25,05,images/I18.png,3.33,0.907
images/I19_01_01.png,I19,01,01,images/I19.png,4.4,0.611
images/I19_01_02.png,I19,01,02,images/I19.png,4.23,0.616
images/I19_01_03.png,I19,01,03,images/I19.png,2.77,0.716
images/I19_01_04.png,I19,01,04,images/I19.png,1.93,0.629
images/I19_01_05.png,I19,01,05,images/I19.png,1.27,0.442
images/I19_02_01.png,I19,02,01,images/I19.png,3.8,0.909
images/I19_02_02.png,I19,02,02,images/I19.png,2.5,0.7190000000000001
images/I19_02_03.png,I19,02,03,images/I19.png,2.0,0.856
images/I19_02_04.png,I19,02,04,images/I19.png,1.5,0.5
images/I19_02_05.png,I19,02,05,images/I19.png,1.4,0.5539999999999999
images/I19_03_01.png,I19,03,01,images/I19.png,4.57,0.716
images/I19_03_02.png,I19,03,02,images/I19.png,3.73,0.772
images/I19_03_03.png,I19,03,03,images/I19.png,3.03,0.948
images/I19_03_04.png,I19,03,04,images/I19.png,2.17,0.9690000000000001
images/I19_03_05.png,I19,03,05,images/I19.png,1.84,0.573
images/I19_04_01.png,I19,04,01,images/I19.png,4.13,0.763
images/I19_04_02.png,I19,04,02,images/I19.png,2.8,0.833
images/I19_04_03.png,I19,04,03,images/I19.png,1.61,0.79
images/I19_04_04.png,I19,04,04,images/I19.png,1.53,0.67
images/I19_04_05.png,I19,04,05,images/I19.png,1.37,0.547
images/I19_05_01.png,I19,05,01,images/I19.png,4.3,0.64
images/I19_05_02.png,I19,05,02,images/I19.png,2.33,0.745
images/I19_05_03.png,I19,05,03,images/I19.png,1.6,0.757
images/I19_05_04.png,I19,05,04,images/I19.png,1.57,0.7609999999999999
images/I19_05_05.png,I19,05,05,images/I19.png,1.8,0.833
images/I19_06_01.png,I19,06,01,images/I19.png,3.9,0.831
images/I19_06_02.png,I19,06,02,images/I19.png,3.0,0.894
images/I19_06_03.png,I19,06,03,images/I19.png,3.4,0.879
images/I19_06_04.png,I19,06,04,images/I19.png,2.8,0.98
images/I19_06_05.png,I19,06,05,images/I19.png,1.9,0.597
images/I19_07_01.png,I19,07,01,images/I19.png,2.83,1.186
images/I19_07_02.png,I19,07,02,images/I19.png,1.97,1.048
images/I19_07_03.png,I19,07,03,images/I19.png,2.37,1.169
images/I19_07_04.png,I19,07,04,images/I19.png,2.1,0.978
images/I19_07_05.png,I19,07,05,images/I19.png,1.87,0.8059999999999999
images/I19_08_01.png,I19,08,01,images/I19.png,4.87,0.34
images/I19_08_02.png,I19,08,02,images/I19.png,3.4,0.841
images/I19_08_03.png,I19,08,03,images/I19.png,2.87,1.1179999999999999
images/I19_08_04.png,I19,08,04,images/I19.png,2.17,0.82
images/I19_08_05.png,I19,08,05,images/I19.png,1.6,0.757
images/I19_09_01.png,I19,09,01,images/I19.png,4.63,0.547
images/I19_09_02.png,I19,09,02,images/I19.png,4.37,0.706
images/I19_09_03.png,I19,09,03,images/I19.png,4.33,0.83
images/I19_09_04.png,I19,09,04,images/I19.png,3.37,1.016
images/I19_09_05.png,I19,09,05,images/I19.png,1.73,0.629
images/I19_10_01.png,I19,10,01,images/I19.png,4.0,0.9309999999999999
images/I19_10_02.png,I19,10,02,images/I19.png,3.87,0.884
images/I19_10_03.png,I19,10,03,images/I19.png,3.87,0.975
images/I19_10_04.png,I19,10,04,images/I19.png,2.03,0.706
images/I19_10_05.png,I19,10,05,images/I19.png,1.3,0.526
images/I19_11_01.png,I19,11,01,images/I19.png,3.73,0.772
images/I19_11_02.png,I19,11,02,images/I19.png,3.33,0.83
images/I19_11_03.png,I19,11,03,images/I19.png,2.7,0.862
images/I19_11_04.png,I19,11,04,images/I19.png,2.3,0.69
images/I19_11_05.png,I19,11,05,images/I19.png,1.87,0.718
images/I19_12_01.png,I19,12,01,images/I19.png,4.6,0.5539999999999999
images/I19_12_02.png,I19,12,02,images/I19.png,3.33,1.1059999999999999
images/I19_12_03.png,I19,12,03,images/I19.png,2.83,0.898
images/I19_12_04.png,I19,12,04,images/I19.png,2.37,0.657
images/I19_12_05.png,I19,12,05,images/I19.png,2.13,0.763
images/I19_13_01.png,I19,13,01,images/I19.png,2.93,0.892
images/I19_13_02.png,I19,13,02,images/I19.png,2.47,0.8059999999999999
images/I19_13_03.png,I19,13,03,images/I19.png,2.13,0.67
images/I19_13_04.png,I19,13,04,images/I19.png,2.3,0.586
images/I19_13_05.png,I19,13,05,images/I19.png,1.9,0.597
images/I19_14_01.png,I19,14,01,images/I19.png,4.2,0.748
images/I19_14_02.png,I19,14,02,images/I19.png,3.0,0.894
images/I19_14_03.png,I19,14,03,images/I19.png,2.57,0.8440000000000001
images/I19_14_04.png,I19,14,04,images/I19.png,2.47,0.618
images/I19_14_05.png,I19,14,05,images/I19.png,1.73,0.573
images/I19_15_01.png,I19,15,01,images/I19.png,3.93,1.031
images/I19_15_02.png,I19,15,02,images/I19.png,3.0,0.856
images/I19_15_03.png,I19,15,03,images/I19.png,2.87,0.9570000000000001
images/I19_15_04.png,I19,15,04,images/I19.png,1.87,0.763
images/I19_15_05.png,I19,15,05,images/I19.png,1.6,0.49
images/I19_16_01.png,I19,16,01,images/I19.png,4.57,0.667
images/I19_16_02.png,I19,16,02,images/I19.png,4.57,0.496
images/I19_16_03.png,I19,16,03,images/I19.png,4.13,0.884
images/I19_16_04.png,I19,16,04,images/I19.png,2.5,0.922
images/I19_16_05.png,I19,16,05,images/I19.png,1.77,0.8029999999999999
images/I19_17_01.png,I19,17,01,images/I19.png,4.5,0.563
images/I19_17_02.png,I19,17,02,images/I19.png,4.47,0.562
images/I19_17_03.png,I19,17,03,images/I19.png,4.5,0.5
images/I19_17_04.png,I19,17,04,images/I19.png,3.82,0.716
images/I19_17_05.png,I19,17,05,images/I19.png,2.47,0.991
images/I19_18_01.png,I19,18,01,images/I19.png,4.5,0.563
images/I19_18_02.png,I19,18,02,images/I19.png,4.27,1.062
images/I19_18_03.png,I19,18,03,images/I19.png,4.7,0.45799999999999996
images/I19_18_04.png,I19,18,04,images/I19.png,4.27,0.998
images/I19_18_05.png,I19,18,05,images/I19.png,3.9,0.831
images/I19_19_01.png,I19,19,01,images/I19.png,4.27,0.772
images/I19_19_02.png,I19,19,02,images/I19.png,3.83,0.687
images/I19_19_03.png,I19,19,03,images/I19.png,2.67,0.789
images/I19_19_04.png,I19,19,04,images/I19.png,1.57,0.5589999999999999
images/I19_19_05.png,I19,19,05,images/I19.png,1.19,0.395
images/I19_20_01.png,I19,20,01,images/I19.png,4.13,0.907
images/I19_20_02.png,I19,20,02,images/I19.png,3.93,0.998
images/I19_20_03.png,I19,20,03,images/I19.png,3.07,1.181
images/I19_20_04.png,I19,20,04,images/I19.png,2.67,0.943
images/I19_20_05.png,I19,20,05,images/I19.png,2.37,1.11
images/I19_21_01.png,I19,21,01,images/I19.png,4.0,0.816
images/I19_21_02.png,I19,21,02,images/I19.png,3.47,0.9209999999999999
images/I19_21_03.png,I19,21,03,images/I19.png,2.8,1.137
images/I19_21_04.png,I19,21,04,images/I19.png,2.8,0.909
images/I19_21_05.png,I19,21,05,images/I19.png,1.83,0.82
images/I19_22_01.png,I19,22,01,images/I19.png,4.4,0.7120000000000001
images/I19_22_02.png,I19,22,02,images/I19.png,4.1,1.012
images/I19_22_03.png,I19,22,03,images/I19.png,3.37,1.016
images/I19_22_04.png,I19,22,04,images/I19.png,3.3,0.971
images/I19_22_05.png,I19,22,05,images/I19.png,2.67,0.978
images/I19_23_01.png,I19,23,01,images/I19.png,2.9,1.136
images/I19_23_02.png,I19,23,02,images/I19.png,2.37,1.197
images/I19_23_03.png,I19,23,03,images/I19.png,2.4,0.841
images/I19_23_04.png,I19,23,04,images/I19.png,2.33,0.943
images/I19_23_05.png,I19,23,05,images/I19.png,1.9,0.831
images/I19_24_01.png,I19,24,01,images/I19.png,3.3,1.1
images/I19_24_02.png,I19,24,02,images/I19.png,2.0,0.775
images/I19_24_03.png,I19,24,03,images/I19.png,1.63,0.547
images/I19_24_04.png,I19,24,04,images/I19.png,1.43,0.496
images/I19_24_05.png,I19,24,05,images/I19.png,1.23,0.423
images/I19_25_01.png,I19,25,01,images/I19.png,3.53,0.9570000000000001
images/I19_25_02.png,I19,25,02,images/I19.png,4.17,0.45299999999999996
images/I19_25_03.png,I19,25,03,images/I19.png,4.45,0.614
images/I19_25_04.png,I19,25,04,images/I19.png,4.43,0.883
images/I19_25_05.png,I19,25,05,images/I19.png,3.53,0.991
images/I20_01_01.png,I20,01,01,images/I20.png,4.63,0.605
images/I20_01_02.png,I20,01,02,images/I20.png,4.37,0.48200000000000004
images/I20_01_03.png,I20,01,03,images/I20.png,2.73,0.8540000000000001
images/I20_01_04.png,I20,01,04,images/I20.png,1.97,0.605
images/I20_01_05.png,I20,01,05,images/I20.png,1.33,0.537
images/I20_02_01.png,I20,02,01,images/I20.png,3.9,0.597
images/I20_02_02.png,I20,02,02,images/I20.png,2.53,0.8059999999999999
images/I20_02_03.png,I20,02,03,images/I20.png,1.63,0.605
images/I20_02_04.png,I20,02,04,images/I20.png,1.7,0.526
images/I20_02_05.png,I20,02,05,images/I20.png,1.53,0.562
images/I20_03_01.png,I20,03,01,images/I20.png,4.4,0.6629999999999999
images/I20_03_02.png,I20,03,02,images/I20.png,4.03,0.657
images/I20_03_03.png,I20,03,03,images/I20.png,3.13,0.67
images/I20_03_04.png,I20,03,04,images/I20.png,2.13,0.8059999999999999
images/I20_03_05.png,I20,03,05,images/I20.png,1.87,0.618
images/I20_04_01.png,I20,04,01,images/I20.png,4.19,0.591
images/I20_04_02.png,I20,04,02,images/I20.png,2.17,0.82
images/I20_04_03.png,I20,04,03,images/I20.png,1.26,0.43799999999999994
images/I20_04_04.png,I20,04,04,images/I20.png,1.23,0.616
images/I20_04_05.png,I20,04,05,images/I20.png,1.17,0.373
images/I20_05_01.png,I20,05,01,images/I20.png,3.9,0.79
images/I20_05_02.png,I20,05,02,images/I20.png,2.33,0.789
images/I20_05_03.png,I20,05,03,images/I20.png,1.83,0.522
images/I20_05_04.png,I20,05,04,images/I20.png,1.87,0.718
images/I20_05_05.png,I20,05,05,images/I20.png,2.13,0.8059999999999999
images/I20_06_01.png,I20,06,01,images/I20.png,3.77,0.9890000000000001
images/I20_06_02.png,I20,06,02,images/I20.png,4.07,0.772
images/I20_06_03.png,I20,06,03,images/I20.png,3.7,0.69
images/I20_06_04.png,I20,06,04,images/I20.png,3.73,0.998
images/I20_06_05.png,I20,06,05,images/I20.png,2.27,1.062
images/I20_07_01.png,I20,07,01,images/I20.png,2.57,0.9890000000000001
images/I20_07_02.png,I20,07,02,images/I20.png,2.3,0.9
images/I20_07_03.png,I20,07,03,images/I20.png,2.3,1.005
images/I20_07_04.png,I20,07,04,images/I20.png,2.4,1.02
images/I20_07_05.png,I20,07,05,images/I20.png,2.17,1.128
images/I20_08_01.png,I20,08,01,images/I20.png,4.53,0.499
images/I20_08_02.png,I20,08,02,images/I20.png,3.3,0.971
images/I20_08_03.png,I20,08,03,images/I20.png,2.7,0.971
images/I20_08_04.png,I20,08,04,images/I20.png,1.7,0.862
images/I20_08_05.png,I20,08,05,images/I20.png,1.37,0.48200000000000004
images/I20_09_01.png,I20,09,01,images/I20.png,4.53,0.67
images/I20_09_02.png,I20,09,02,images/I20.png,4.4,0.5539999999999999
images/I20_09_03.png,I20,09,03,images/I20.png,3.8,0.945
images/I20_09_04.png,I20,09,04,images/I20.png,2.3,0.64
images/I20_09_05.png,I20,09,05,images/I20.png,1.37,0.48200000000000004
images/I20_10_01.png,I20,10,01,images/I20.png,4.13,0.499
images/I20_10_02.png,I20,10,02,images/I20.png,3.9,0.79
images/I20_10_03.png,I20,10,03,images/I20.png,3.53,0.9209999999999999
images/I20_10_04.png,I20,10,04,images/I20.png,1.67,0.6990000000000001
images/I20_10_05.png,I20,10,05,images/I20.png,1.23,0.496
images/I20_11_01.png,I20,11,01,images/I20.png,3.47,0.763
images/I20_11_02.png,I20,11,02,images/I20.png,3.2,0.909
images/I20_11_03.png,I20,11,03,images/I20.png,2.6,0.5539999999999999
images/I20_11_04.png,I20,11,04,images/I20.png,2.57,0.955
images/I20_11_05.png,I20,11,05,images/I20.png,1.87,0.846
images/I20_12_01.png,I20,12,01,images/I20.png,4.33,0.537
images/I20_12_02.png,I20,12,02,images/I20.png,3.57,0.8029999999999999
images/I20_12_03.png,I20,12,03,images/I20.png,2.97,0.983
images/I20_12_04.png,I20,12,04,images/I20.png,2.53,0.67
images/I20_12_05.png,I20,12,05,images/I20.png,2.33,0.745
images/I20_13_01.png,I20,13,01,images/I20.png,3.07,0.8140000000000001
images/I20_13_02.png,I20,13,02,images/I20.png,2.6,0.841
images/I20_13_03.png,I20,13,03,images/I20.png,2.57,0.716
images/I20_13_04.png,I20,13,04,images/I20.png,2.27,0.629
images/I20_13_05.png,I20,13,05,images/I20.png,1.9,0.746
images/I20_14_01.png,I20,14,01,images/I20.png,4.07,0.772
images/I20_14_02.png,I20,14,02,images/I20.png,3.37,0.795
images/I20_14_03.png,I20,14,03,images/I20.png,3.17,0.637
images/I20_14_04.png,I20,14,04,images/I20.png,2.43,0.616
images/I20_14_05.png,I20,14,05,images/I20.png,2.1,0.6509999999999999
images/I20_15_01.png,I20,15,01,images/I20.png,3.47,0.763
images/I20_15_02.png,I20,15,02,images/I20.png,2.33,0.596
images/I20_15_03.png,I20,15,03,images/I20.png,1.87,0.67
images/I20_15_04.png,I20,15,04,images/I20.png,1.67,0.6990000000000001
images/I20_15_05.png,I20,15,05,images/I20.png,1.17,0.373
images/I20_16_01.png,I20,16,01,images/I20.png,4.5,0.5
images/I20_16_02.png,I20,16,02,images/I20.png,4.37,0.547
images/I20_16_03.png,I20,16,03,images/I20.png,3.83,0.637
images/I20_16_04.png,I20,16,04,images/I20.png,3.23,1.023
images/I20_16_05.png,I20,16,05,images/I20.png,1.93,0.772
images/I20_17_01.png,I20,17,01,images/I20.png,4.53,0.8059999999999999
images/I20_17_02.png,I20,17,02,images/I20.png,4.27,0.573
images/I20_17_03.png,I20,17,03,images/I20.png,4.03,0.875
images/I20_17_04.png,I20,17,04,images/I20.png,3.07,1.031
images/I20_17_05.png,I20,17,05,images/I20.png,1.77,0.92
images/I20_18_01.png,I20,18,01,images/I20.png,4.4,0.6629999999999999
images/I20_18_02.png,I20,18,02,images/I20.png,4.5,0.7190000000000001
images/I20_18_03.png,I20,18,03,images/I20.png,4.5,0.6709999999999999
images/I20_18_04.png,I20,18,04,images/I20.png,3.9,0.831
images/I20_18_05.png,I20,18,05,images/I20.png,3.2,0.872
images/I20_19_01.png,I20,19,01,images/I20.png,4.6,0.6629999999999999
images/I20_19_02.png,I20,19,02,images/I20.png,4.23,0.616
images/I20_19_03.png,I20,19,03,images/I20.png,3.37,0.948
images/I20_19_04.png,I20,19,04,images/I20.png,1.93,0.772
images/I20_19_05.png,I20,19,05,images/I20.png,1.37,0.547
images/I20_20_01.png,I20,20,01,images/I20.png,4.3,0.737
images/I20_20_02.png,I20,20,02,images/I20.png,4.2,0.748
images/I20_20_03.png,I20,20,03,images/I20.png,4.03,0.836
images/I20_20_04.png,I20,20,04,images/I20.png,4.27,0.8540000000000001
images/I20_20_05.png,I20,20,05,images/I20.png,3.3,1.069
images/I20_21_01.png,I20,21,01,images/I20.png,4.07,1.062
images/I20_21_02.png,I20,21,02,images/I20.png,3.3,1.1
images/I20_21_03.png,I20,21,03,images/I20.png,3.1,1.0270000000000001
images/I20_21_04.png,I20,21,04,images/I20.png,3.2,0.98
images/I20_21_05.png,I20,21,05,images/I20.png,1.57,0.667
images/I20_22_01.png,I20,22,01,images/I20.png,3.7,0.823
images/I20_22_02.png,I20,22,02,images/I20.png,3.57,0.883
images/I20_22_03.png,I20,22,03,images/I20.png,3.3,1.038
images/I20_22_04.png,I20,22,04,images/I20.png,2.97,0.912
images/I20_22_05.png,I20,22,05,images/I20.png,2.67,0.907
images/I20_23_01.png,I20,23,01,images/I20.png,3.03,1.104
images/I20_23_02.png,I20,23,02,images/I20.png,2.03,0.983
images/I20_23_03.png,I20,23,03,images/I20.png,2.37,1.016
images/I20_23_04.png,I20,23,04,images/I20.png,2.17,0.898
images/I20_23_05.png,I20,23,05,images/I20.png,2.03,0.752
images/I20_24_01.png,I20,24,01,images/I20.png,3.69,0.95
images/I20_24_02.png,I20,24,02,images/I20.png,3.0,0.95
images/I20_24_03.png,I20,24,03,images/I20.png,2.17,0.898
images/I20_24_04.png,I20,24,04,images/I20.png,1.53,0.562
images/I20_24_05.png,I20,24,05,images/I20.png,1.37,0.48200000000000004
images/I20_25_01.png,I20,25,01,images/I20.png,2.97,0.875
images/I20_25_02.png,I20,25,02,images/I20.png,3.73,0.68
images/I20_25_03.png,I20,25,03,images/I20.png,3.87,0.7070000000000001
images/I20_25_04.png,I20,25,04,images/I20.png,4.03,0.547
images/I20_25_05.png,I20,25,05,images/I20.png,3.0,0.775
images/I21_01_01.png,I21,01,01,images/I21.png,4.7,0.64
images/I21_01_02.png,I21,01,02,images/I21.png,4.0,0.73
images/I21_01_03.png,I21,01,03,images/I21.png,2.5,0.764
images/I21_01_04.png,I21,01,04,images/I21.png,1.6,0.5539999999999999
images/I21_01_05.png,I21,01,05,images/I21.png,1.13,0.34
images/I21_02_01.png,I21,02,01,images/I21.png,3.2,0.872
images/I21_02_02.png,I21,02,02,images/I21.png,2.4,0.6629999999999999
images/I21_02_03.png,I21,02,03,images/I21.png,1.33,0.596
images/I21_02_04.png,I21,02,04,images/I21.png,1.47,0.562
images/I21_02_05.png,I21,02,05,images/I21.png,1.27,0.442
images/I21_03_01.png,I21,03,01,images/I21.png,4.7,0.45799999999999996
images/I21_03_02.png,I21,03,02,images/I21.png,3.6,0.8
images/I21_03_03.png,I21,03,03,images/I21.png,2.23,0.8440000000000001
images/I21_03_04.png,I21,03,04,images/I21.png,1.9,0.597
images/I21_03_05.png,I21,03,05,images/I21.png,1.53,0.562
images/I21_04_01.png,I21,04,01,images/I21.png,4.43,0.496
images/I21_04_02.png,I21,04,02,images/I21.png,2.8,1.166
images/I21_04_03.png,I21,04,03,images/I21.png,1.9,0.79
images/I21_04_04.png,I21,04,04,images/I21.png,1.67,0.978
images/I21_04_05.png,I21,04,05,images/I21.png,1.27,0.573
images/I21_05_01.png,I21,05,01,images/I21.png,3.77,0.9890000000000001
images/I21_05_02.png,I21,05,02,images/I21.png,2.33,0.789
images/I21_05_03.png,I21,05,03,images/I21.png,1.93,0.8140000000000001
images/I21_05_04.png,I21,05,04,images/I21.png,1.77,0.92
images/I21_05_05.png,I21,05,05,images/I21.png,1.93,0.727
images/I21_06_01.png,I21,06,01,images/I21.png,4.03,0.795
images/I21_06_02.png,I21,06,02,images/I21.png,4.23,0.667
images/I21_06_03.png,I21,06,03,images/I21.png,3.63,0.875
images/I21_06_04.png,I21,06,04,images/I21.png,3.43,0.92
images/I21_06_05.png,I21,06,05,images/I21.png,2.3,0.823
images/I21_07_01.png,I21,07,01,images/I21.png,2.7,1.13
images/I21_07_02.png,I21,07,02,images/I21.png,2.43,0.92
images/I21_07_03.png,I21,07,03,images/I21.png,2.57,1.0859999999999999
images/I21_07_04.png,I21,07,04,images/I21.png,2.07,0.892
images/I21_07_05.png,I21,07,05,images/I21.png,2.07,0.998
images/I21_08_01.png,I21,08,01,images/I21.png,4.37,0.752
images/I21_08_02.png,I21,08,02,images/I21.png,3.4,0.9520000000000001
images/I21_08_03.png,I21,08,03,images/I21.png,3.1,1.075
images/I21_08_04.png,I21,08,04,images/I21.png,2.2,1.013
images/I21_08_05.png,I21,08,05,images/I21.png,1.43,0.5589999999999999
images/I21_09_01.png,I21,09,01,images/I21.png,4.6,0.49
images/I21_09_02.png,I21,09,02,images/I21.png,3.43,0.955
images/I21_09_03.png,I21,09,03,images/I21.png,2.17,0.82
images/I21_09_04.png,I21,09,04,images/I21.png,1.87,0.991
images/I21_09_05.png,I21,09,05,images/I21.png,1.27,0.442
images/I21_10_01.png,I21,10,01,images/I21.png,4.23,0.716
images/I21_10_02.png,I21,10,02,images/I21.png,3.9,0.87
images/I21_10_03.png,I21,10,03,images/I21.png,3.53,0.991
images/I21_10_04.png,I21,10,04,images/I21.png,1.93,0.929
images/I21_10_05.png,I21,10,05,images/I21.png,1.17,0.45299999999999996
images/I21_11_01.png,I21,11,01,images/I21.png,3.53,0.618
images/I21_11_02.png,I21,11,02,images/I21.png,3.33,0.6990000000000001
images/I21_11_03.png,I21,11,03,images/I21.png,2.87,0.763
images/I21_11_04.png,I21,11,04,images/I21.png,2.3,0.823
images/I21_11_05.png,I21,11,05,images/I21.png,2.2,0.653
images/I21_12_01.png,I21,12,01,images/I21.png,4.03,0.782
images/I21_12_02.png,I21,12,02,images/I21.png,3.47,0.9209999999999999
images/I21_12_03.png,I21,12,03,images/I21.png,2.9,0.79
images/I21_12_04.png,I21,12,04,images/I21.png,2.63,0.836
images/I21_12_05.png,I21,12,05,images/I21.png,2.13,0.618
images/I21_13_01.png,I21,13,01,images/I21.png,3.03,0.912
images/I21_13_02.png,I21,13,02,images/I21.png,2.73,0.68
images/I21_13_03.png,I21,13,03,images/I21.png,2.53,0.67
images/I21_13_04.png,I21,13,04,images/I21.png,1.93,0.442
images/I21_13_05.png,I21,13,05,images/I21.png,1.87,0.763
images/I21_14_01.png,I21,14,01,images/I21.png,4.47,0.618
images/I21_14_02.png,I21,14,02,images/I21.png,3.52,0.875
images/I21_14_03.png,I21,14,03,images/I21.png,3.07,0.8140000000000001
images/I21_14_04.png,I21,14,04,images/I21.png,2.73,0.727
images/I21_14_05.png,I21,14,05,images/I21.png,2.27,0.727
images/I21_15_01.png,I21,15,01,images/I21.png,3.4,0.8
images/I21_15_02.png,I21,15,02,images/I21.png,2.1,0.597
images/I21_15_03.png,I21,15,03,images/I21.png,1.87,0.562
images/I21_15_04.png,I21,15,04,images/I21.png,1.4,0.49
images/I21_15_05.png,I21,15,05,images/I21.png,1.33,0.47100000000000003
images/I21_16_01.png,I21,16,01,images/I21.png,4.6,0.49
images/I21_16_02.png,I21,16,02,images/I21.png,4.3,0.737
images/I21_16_03.png,I21,16,03,images/I21.png,3.67,0.47100000000000003
images/I21_16_04.png,I21,16,04,images/I21.png,3.13,1.07
images/I21_16_05.png,I21,16,05,images/I21.png,2.17,0.898
images/I21_17_01.png,I21,17,01,images/I21.png,4.6,0.49
images/I21_17_02.png,I21,17,02,images/I21.png,4.37,0.48200000000000004
images/I21_17_03.png,I21,17,03,images/I21.png,4.0,0.816
images/I21_17_04.png,I21,17,04,images/I21.png,2.87,1.024
images/I21_17_05.png,I21,17,05,images/I21.png,1.63,0.795
images/I21_18_01.png,I21,18,01,images/I21.png,4.37,0.547
images/I21_18_02.png,I21,18,02,images/I21.png,4.7,0.45799999999999996
images/I21_18_03.png,I21,18,03,images/I21.png,4.43,0.716
images/I21_18_04.png,I21,18,04,images/I21.png,4.03,0.782
images/I21_18_05.png,I21,18,05,images/I21.png,3.53,0.846
images/I21_19_01.png,I21,19,01,images/I21.png,4.3,0.64
images/I21_19_02.png,I21,19,02,images/I21.png,3.77,0.616
images/I21_19_03.png,I21,19,03,images/I21.png,2.77,0.8029999999999999
images/I21_19_04.png,I21,19,04,images/I21.png,1.67,0.596
images/I21_19_05.png,I21,19,05,images/I21.png,1.07,0.249
images/I21_20_01.png,I21,20,01,images/I21.png,4.53,0.718
images/I21_20_02.png,I21,20,02,images/I21.png,4.07,0.727
images/I21_20_03.png,I21,20,03,images/I21.png,3.47,1.087
images/I21_20_04.png,I21,20,04,images/I21.png,4.03,0.983
images/I21_20_05.png,I21,20,05,images/I21.png,3.17,1.2409999999999999
images/I21_21_01.png,I21,21,01,images/I21.png,3.77,1.023
images/I21_21_02.png,I21,21,02,images/I21.png,3.03,1.14
images/I21_21_03.png,I21,21,03,images/I21.png,2.63,0.983
images/I21_21_04.png,I21,21,04,images/I21.png,2.2,0.653
images/I21_21_05.png,I21,21,05,images/I21.png,1.33,0.537
images/I21_22_01.png,I21,22,01,images/I21.png,3.57,1.0859999999999999
images/I21_22_02.png,I21,22,02,images/I21.png,2.83,1.067
images/I21_22_03.png,I21,22,03,images/I21.png,2.93,1.062
images/I21_22_04.png,I21,22,04,images/I21.png,2.53,1.1179999999999999
images/I21_22_05.png,I21,22,05,images/I21.png,2.07,0.8140000000000001
images/I21_23_01.png,I21,23,01,images/I21.png,2.77,1.023
images/I21_23_02.png,I21,23,02,images/I21.png,2.3,0.862
images/I21_23_03.png,I21,23,03,images/I21.png,2.13,0.763
images/I21_23_04.png,I21,23,04,images/I21.png,2.13,0.846
images/I21_23_05.png,I21,23,05,images/I21.png,1.7,0.69
images/I21_24_01.png,I21,24,01,images/I21.png,3.73,0.9640000000000001
images/I21_24_02.png,I21,24,02,images/I21.png,2.33,0.596
images/I21_24_03.png,I21,24,03,images/I21.png,1.77,0.7609999999999999
images/I21_24_04.png,I21,24,04,images/I21.png,1.39,0.7040000000000001
images/I21_24_05.png,I21,24,05,images/I21.png,1.37,0.48200000000000004
images/I21_25_01.png,I21,25,01,images/I21.png,3.5,0.885
images/I21_25_02.png,I21,25,02,images/I21.png,3.77,0.883
images/I21_25_03.png,I21,25,03,images/I21.png,3.97,0.836
images/I21_25_04.png,I21,25,04,images/I21.png,3.87,0.67
images/I21_25_05.png,I21,25,05,images/I21.png,3.2,0.98
images/I22_01_01.png,I22,01,01,images/I22.png,4.7,0.45799999999999996
images/I22_01_02.png,I22,01,02,images/I22.png,4.57,0.5589999999999999
images/I22_01_03.png,I22,01,03,images/I22.png,3.13,0.9209999999999999
images/I22_01_04.png,I22,01,04,images/I22.png,2.3,0.64
images/I22_01_05.png,I22,01,05,images/I22.png,1.5,0.563
images/I22_02_01.png,I22,02,01,images/I22.png,3.8,0.872
images/I22_02_02.png,I22,02,02,images/I22.png,2.67,0.6990000000000001
images/I22_02_03.png,I22,02,03,images/I22.png,2.17,0.637
images/I22_02_04.png,I22,02,04,images/I22.png,1.57,0.616
images/I22_02_05.png,I22,02,05,images/I22.png,1.3,0.45799999999999996
images/I22_03_01.png,I22,03,01,images/I22.png,4.77,0.423
images/I22_03_02.png,I22,03,02,images/I22.png,4.33,0.789
images/I22_03_03.png,I22,03,03,images/I22.png,2.73,0.8140000000000001
images/I22_03_04.png,I22,03,04,images/I22.png,2.33,0.537
images/I22_03_05.png,I22,03,05,images/I22.png,1.9,0.539
images/I22_04_01.png,I22,04,01,images/I22.png,4.5,0.563
images/I22_04_02.png,I22,04,02,images/I22.png,1.5,0.619
images/I22_04_03.png,I22,04,03,images/I22.png,1.3,0.586
images/I22_04_04.png,I22,04,04,images/I22.png,1.23,0.496
images/I22_04_05.png,I22,04,05,images/I22.png,1.07,0.249
images/I22_05_01.png,I22,05,01,images/I22.png,4.13,0.8059999999999999
images/I22_05_02.png,I22,05,02,images/I22.png,2.73,0.8540000000000001
images/I22_05_03.png,I22,05,03,images/I22.png,1.97,0.795
images/I22_05_04.png,I22,05,04,images/I22.png,1.93,0.629
images/I22_05_05.png,I22,05,05,images/I22.png,1.47,0.718
images/I22_06_01.png,I22,06,01,images/I22.png,4.4,0.757
images/I22_06_02.png,I22,06,02,images/I22.png,4.07,0.8540000000000001
images/I22_06_03.png,I22,06,03,images/I22.png,4.27,0.8140000000000001
images/I22_06_04.png,I22,06,04,images/I22.png,3.23,0.8029999999999999
images/I22_06_05.png,I22,06,05,images/I22.png,2.47,0.67
images/I22_07_01.png,I22,07,01,images/I22.png,2.77,0.92
images/I22_07_02.png,I22,07,02,images/I22.png,2.57,0.955
