fpath,img,dist,ver,mos,ref_img
distorted_images/i06_19_5.bmp,I06,19,5,3.59459,reference_images/i06.bmp
distorted_images/i06_20_1.bmp,I06,20,1,5.61111,reference_images/i06.bmp
distorted_images/i06_20_2.bmp,I06,20,2,5.27778,reference_images/i06.bmp
distorted_images/i06_20_3.bmp,I06,20,3,5.59459,reference_images/i06.bmp
distorted_images/i06_20_4.bmp,I06,20,4,4.94595,reference_images/i06.bmp
distorted_images/i06_20_5.bmp,I06,20,5,3.9729699999999997,reference_images/i06.bmp
distorted_images/i06_21_1.bmp,I06,21,1,5.7027,reference_images/i06.bmp
distorted_images/i06_21_2.bmp,I06,21,2,5.11111,reference_images/i06.bmp
distorted_images/i06_21_3.bmp,I06,21,3,4.71429,reference_images/i06.bmp
distorted_images/i06_21_4.bmp,I06,21,4,3.63889,reference_images/i06.bmp
distorted_images/i06_21_5.bmp,I06,21,5,2.80556,reference_images/i06.bmp
distorted_images/i06_22_1.bmp,I06,22,1,5.63889,reference_images/i06.bmp
distorted_images/i06_22_2.bmp,I06,22,2,5.27778,reference_images/i06.bmp
distorted_images/i06_22_3.bmp,I06,22,3,4.16216,reference_images/i06.bmp
distorted_images/i06_22_4.bmp,I06,22,4,3.56757,reference_images/i06.bmp
distorted_images/i06_22_5.bmp,I06,22,5,2.97297,reference_images/i06.bmp
distorted_images/i06_23_1.bmp,I06,23,1,5.91429,reference_images/i06.bmp
distorted_images/i06_23_2.bmp,I06,23,2,5.80556,reference_images/i06.bmp
distorted_images/i06_23_3.bmp,I06,23,3,5.675680000000001,reference_images/i06.bmp
distorted_images/i06_23_4.bmp,I06,23,4,5.324319999999999,reference_images/i06.bmp
distorted_images/i06_23_5.bmp,I06,23,5,2.34286,reference_images/i06.bmp
distorted_images/i06_24_1.bmp,I06,24,1,5.83784,reference_images/i06.bmp
distorted_images/i06_24_2.bmp,I06,24,2,5.8,reference_images/i06.bmp
distorted_images/i06_24_3.bmp,I06,24,3,4.81081,reference_images/i06.bmp
distorted_images/i06_24_4.bmp,I06,24,4,3.21622,reference_images/i06.bmp
distorted_images/i06_24_5.bmp,I06,24,5,0.88889,reference_images/i06.bmp
distorted_images/i07_01_1.bmp,I07,01,1,5.68182,reference_images/i07.bmp
distorted_images/i07_01_2.bmp,I07,01,2,5.09091,reference_images/i07.bmp
distorted_images/i07_01_3.bmp,I07,01,3,4.8,reference_images/i07.bmp
distorted_images/i07_01_4.bmp,I07,01,4,4.45455,reference_images/i07.bmp
distorted_images/i07_01_5.bmp,I07,01,5,3.9761900000000003,reference_images/i07.bmp
distorted_images/i07_02_1.bmp,I07,02,1,6.04444,reference_images/i07.bmp
distorted_images/i07_02_2.bmp,I07,02,2,5.86364,reference_images/i07.bmp
distorted_images/i07_02_3.bmp,I07,02,3,5.55814,reference_images/i07.bmp
distorted_images/i07_02_4.bmp,I07,02,4,5.232559999999999,reference_images/i07.bmp
distorted_images/i07_02_5.bmp,I07,02,5,4.75556,reference_images/i07.bmp
distorted_images/i07_03_1.bmp,I07,03,1,4.933330000000001,reference_images/i07.bmp
distorted_images/i07_03_2.bmp,I07,03,2,4.22727,reference_images/i07.bmp
distorted_images/i07_03_3.bmp,I07,03,3,3.7333300000000005,reference_images/i07.bmp
distorted_images/i07_03_4.bmp,I07,03,4,3.3111099999999998,reference_images/i07.bmp
distorted_images/i07_03_5.bmp,I07,03,5,2.73333,reference_images/i07.bmp
distorted_images/i07_04_1.bmp,I07,04,1,5.86667,reference_images/i07.bmp
distorted_images/i07_04_2.bmp,I07,04,2,6.0,reference_images/i07.bmp
distorted_images/i07_04_3.bmp,I07,04,3,5.422219999999999,reference_images/i07.bmp
distorted_images/i07_04_4.bmp,I07,04,4,4.951219999999999,reference_images/i07.bmp
distorted_images/i07_04_5.bmp,I07,04,5,4.2093,reference_images/i07.bmp
distorted_images/i07_05_1.bmp,I07,05,1,6.04444,reference_images/i07.bmp
distorted_images/i07_05_2.bmp,I07,05,2,5.8,reference_images/i07.bmp
distorted_images/i07_05_3.bmp,I07,05,3,5.15909,reference_images/i07.bmp
distorted_images/i07_05_4.bmp,I07,05,4,4.27907,reference_images/i07.bmp
distorted_images/i07_05_5.bmp,I07,05,5,3.3181800000000004,reference_images/i07.bmp
distorted_images/i07_06_1.bmp,I07,06,1,4.83333,reference_images/i07.bmp
distorted_images/i07_06_2.bmp,I07,06,2,4.61364,reference_images/i07.bmp
distorted_images/i07_06_3.bmp,I07,06,3,4.15909,reference_images/i07.bmp
distorted_images/i07_06_4.bmp,I07,06,4,3.75,reference_images/i07.bmp
distorted_images/i07_06_5.bmp,I07,06,5,3.3181800000000004,reference_images/i07.bmp
distorted_images/i07_07_1.bmp,I07,07,1,5.5814,reference_images/i07.bmp
distorted_images/i07_07_2.bmp,I07,07,2,5.19048,reference_images/i07.bmp
distorted_images/i07_07_3.bmp,I07,07,3,4.31818,reference_images/i07.bmp
distorted_images/i07_07_4.bmp,I07,07,4,3.6222199999999996,reference_images/i07.bmp
distorted_images/i07_07_5.bmp,I07,07,5,2.83721,reference_images/i07.bmp
distorted_images/i07_08_1.bmp,I07,08,1,5.86364,reference_images/i07.bmp
distorted_images/i07_08_2.bmp,I07,08,2,5.53333,reference_images/i07.bmp
distorted_images/i07_08_3.bmp,I07,08,3,4.5814,reference_images/i07.bmp
distorted_images/i07_08_4.bmp,I07,08,4,3.42222,reference_images/i07.bmp
distorted_images/i07_08_5.bmp,I07,08,5,2.63636,reference_images/i07.bmp
distorted_images/i07_09_1.bmp,I07,09,1,6.422219999999999,reference_images/i07.bmp
distorted_images/i07_09_2.bmp,I07,09,2,6.02222,reference_images/i07.bmp
distorted_images/i07_09_3.bmp,I07,09,3,5.22727,reference_images/i07.bmp
distorted_images/i07_09_4.bmp,I07,09,4,3.97674,reference_images/i07.bmp
distorted_images/i07_09_5.bmp,I07,09,5,2.46667,reference_images/i07.bmp
distorted_images/i07_10_1.bmp,I07,10,1,6.13333,reference_images/i07.bmp
distorted_images/i07_10_2.bmp,I07,10,2,5.88636,reference_images/i07.bmp
distorted_images/i07_10_3.bmp,I07,10,3,5.04545,reference_images/i07.bmp
distorted_images/i07_10_4.bmp,I07,10,4,3.70455,reference_images/i07.bmp
distorted_images/i07_10_5.bmp,I07,10,5,2.22727,reference_images/i07.bmp
distorted_images/i07_11_1.bmp,I07,11,1,5.48837,reference_images/i07.bmp
distorted_images/i07_11_2.bmp,I07,11,2,4.5111099999999995,reference_images/i07.bmp
distorted_images/i07_11_3.bmp,I07,11,3,3.4318199999999996,reference_images/i07.bmp
distorted_images/i07_11_4.bmp,I07,11,4,2.4222200000000003,reference_images/i07.bmp
distorted_images/i07_11_5.bmp,I07,11,5,0.9772700000000001,reference_images/i07.bmp
distorted_images/i07_12_1.bmp,I07,12,1,5.34091,reference_images/i07.bmp
distorted_images/i07_12_2.bmp,I07,12,2,4.72727,reference_images/i07.bmp
distorted_images/i07_12_3.bmp,I07,12,3,3.5333300000000003,reference_images/i07.bmp
distorted_images/i07_12_4.bmp,I07,12,4,2.86364,reference_images/i07.bmp
distorted_images/i07_12_5.bmp,I07,12,5,2.51111,reference_images/i07.bmp
distorted_images/i07_13_1.bmp,I07,13,1,4.5814,reference_images/i07.bmp
distorted_images/i07_13_2.bmp,I07,13,2,4.06818,reference_images/i07.bmp
distorted_images/i07_13_3.bmp,I07,13,3,3.37209,reference_images/i07.bmp
distorted_images/i07_13_4.bmp,I07,13,4,2.72727,reference_images/i07.bmp
distorted_images/i07_13_5.bmp,I07,13,5,2.51111,reference_images/i07.bmp
distorted_images/i07_14_1.bmp,I07,14,1,5.79545,reference_images/i07.bmp
distorted_images/i07_14_2.bmp,I07,14,2,6.15909,reference_images/i07.bmp
distorted_images/i07_14_3.bmp,I07,14,3,5.70455,reference_images/i07.bmp
distorted_images/i07_14_4.bmp,I07,14,4,5.22222,reference_images/i07.bmp
distorted_images/i07_14_5.bmp,I07,14,5,4.20455,reference_images/i07.bmp
distorted_images/i07_15_1.bmp,I07,15,1,3.63636,reference_images/i07.bmp
distorted_images/i07_15_2.bmp,I07,15,2,3.2888900000000003,reference_images/i07.bmp
distorted_images/i07_15_3.bmp,I07,15,3,3.04545,reference_images/i07.bmp
distorted_images/i07_15_4.bmp,I07,15,4,3.34091,reference_images/i07.bmp
distorted_images/i07_15_5.bmp,I07,15,5,3.65116,reference_images/i07.bmp
distorted_images/i07_16_1.bmp,I07,16,1,6.20455,reference_images/i07.bmp
distorted_images/i07_16_2.bmp,I07,16,2,6.34884,reference_images/i07.bmp
distorted_images/i07_16_3.bmp,I07,16,3,5.933330000000001,reference_images/i07.bmp
distorted_images/i07_16_4.bmp,I07,16,4,5.35556,reference_images/i07.bmp
distorted_images/i07_16_5.bmp,I07,16,5,4.81818,reference_images/i07.bmp
distorted_images/i07_17_1.bmp,I07,17,1,5.54545,reference_images/i07.bmp
distorted_images/i07_17_2.bmp,I07,17,2,6.4,reference_images/i07.bmp
distorted_images/i07_17_3.bmp,I07,17,3,4.40476,reference_images/i07.bmp
distorted_images/i07_17_4.bmp,I07,17,4,6.72727,reference_images/i07.bmp
distorted_images/i07_17_5.bmp,I07,17,5,3.34091,reference_images/i07.bmp
distorted_images/i07_18_1.bmp,I07,18,1,5.38636,reference_images/i07.bmp
distorted_images/i07_18_2.bmp,I07,18,2,4.95455,reference_images/i07.bmp
distorted_images/i07_18_3.bmp,I07,18,3,4.3777800000000004,reference_images/i07.bmp
distorted_images/i07_18_4.bmp,I07,18,4,3.86364,reference_images/i07.bmp
distorted_images/i07_18_5.bmp,I07,18,5,3.63636,reference_images/i07.bmp
distorted_images/i07_19_1.bmp,I07,19,1,5.86667,reference_images/i07.bmp
distorted_images/i07_19_2.bmp,I07,19,2,5.44444,reference_images/i07.bmp
distorted_images/i07_19_3.bmp,I07,19,3,4.8,reference_images/i07.bmp
distorted_images/i07_19_4.bmp,I07,19,4,4.11364,reference_images/i07.bmp
distorted_images/i07_19_5.bmp,I07,19,5,3.70455,reference_images/i07.bmp
distorted_images/i07_20_1.bmp,I07,20,1,5.75,reference_images/i07.bmp
distorted_images/i07_20_2.bmp,I07,20,2,5.422219999999999,reference_images/i07.bmp
distorted_images/i07_20_3.bmp,I07,20,3,4.4186,reference_images/i07.bmp
distorted_images/i07_20_4.bmp,I07,20,4,3.6222199999999996,reference_images/i07.bmp
distorted_images/i07_20_5.bmp,I07,20,5,2.93023,reference_images/i07.bmp
distorted_images/i07_21_1.bmp,I07,21,1,5.66667,reference_images/i07.bmp
distorted_images/i07_21_2.bmp,I07,21,2,4.95455,reference_images/i07.bmp
distorted_images/i07_21_3.bmp,I07,21,3,4.11111,reference_images/i07.bmp
distorted_images/i07_21_4.bmp,I07,21,4,3.38636,reference_images/i07.bmp
distorted_images/i07_21_5.bmp,I07,21,5,2.32558,reference_images/i07.bmp
distorted_images/i07_22_1.bmp,I07,22,1,5.933330000000001,reference_images/i07.bmp
distorted_images/i07_22_2.bmp,I07,22,2,5.232559999999999,reference_images/i07.bmp
distorted_images/i07_22_3.bmp,I07,22,3,4.65116,reference_images/i07.bmp
distorted_images/i07_22_4.bmp,I07,22,4,4.14286,reference_images/i07.bmp
distorted_images/i07_22_5.bmp,I07,22,5,2.65909,reference_images/i07.bmp
distorted_images/i07_23_1.bmp,I07,23,1,6.02222,reference_images/i07.bmp
distorted_images/i07_23_2.bmp,I07,23,2,5.7333300000000005,reference_images/i07.bmp
distorted_images/i07_23_3.bmp,I07,23,3,5.04444,reference_images/i07.bmp
distorted_images/i07_23_4.bmp,I07,23,4,4.2093,reference_images/i07.bmp
distorted_images/i07_23_5.bmp,I07,23,5,2.6444400000000003,reference_images/i07.bmp
distorted_images/i07_24_1.bmp,I07,24,1,5.72093,reference_images/i07.bmp
distorted_images/i07_24_2.bmp,I07,24,2,4.933330000000001,reference_images/i07.bmp
distorted_images/i07_24_3.bmp,I07,24,3,3.86364,reference_images/i07.bmp
distorted_images/i07_24_4.bmp,I07,24,4,2.25,reference_images/i07.bmp
distorted_images/i07_24_5.bmp,I07,24,5,0.47618999999999995,reference_images/i07.bmp
distorted_images/i08_01_1.bmp,I08,01,1,5.54839,reference_images/i08.bmp
distorted_images/i08_01_2.bmp,I08,01,2,4.7096800000000005,reference_images/i08.bmp
distorted_images/i08_01_3.bmp,I08,01,3,4.83871,reference_images/i08.bmp
distorted_images/i08_01_4.bmp,I08,01,4,4.1,reference_images/i08.bmp
distorted_images/i08_01_5.bmp,I08,01,5,3.54839,reference_images/i08.bmp
distorted_images/i08_02_1.bmp,I08,02,1,5.59375,reference_images/i08.bmp
distorted_images/i08_02_2.bmp,I08,02,2,5.54839,reference_images/i08.bmp
distorted_images/i08_02_3.bmp,I08,02,3,5.40625,reference_images/i08.bmp
distorted_images/i08_02_4.bmp,I08,02,4,5.22581,reference_images/i08.bmp
distorted_images/i08_02_5.bmp,I08,02,5,4.64516,reference_images/i08.bmp
distorted_images/i08_03_1.bmp,I08,03,1,4.64516,reference_images/i08.bmp
distorted_images/i08_03_2.bmp,I08,03,2,4.2903199999999995,reference_images/i08.bmp
distorted_images/i08_03_3.bmp,I08,03,3,3.4666699999999997,reference_images/i08.bmp
distorted_images/i08_03_4.bmp,I08,03,4,2.96875,reference_images/i08.bmp
distorted_images/i08_03_5.bmp,I08,03,5,2.34375,reference_images/i08.bmp
distorted_images/i08_04_1.bmp,I08,04,1,6.06452,reference_images/i08.bmp
distorted_images/i08_04_2.bmp,I08,04,2,5.83871,reference_images/i08.bmp
distorted_images/i08_04_3.bmp,I08,04,3,5.625,reference_images/i08.bmp
distorted_images/i08_04_4.bmp,I08,04,4,5.4375,reference_images/i08.bmp
distorted_images/i08_04_5.bmp,I08,04,5,4.96774,reference_images/i08.bmp
distorted_images/i08_05_1.bmp,I08,05,1,5.33333,reference_images/i08.bmp
distorted_images/i08_05_2.bmp,I08,05,2,5.45161,reference_images/i08.bmp
distorted_images/i08_05_3.bmp,I08,05,3,4.71875,reference_images/i08.bmp
distorted_images/i08_05_4.bmp,I08,05,4,3.96774,reference_images/i08.bmp
distorted_images/i08_05_5.bmp,I08,05,5,3.125,reference_images/i08.bmp
distorted_images/i08_06_1.bmp,I08,06,1,4.3871,reference_images/i08.bmp
distorted_images/i08_06_2.bmp,I08,06,2,4.09375,reference_images/i08.bmp
distorted_images/i08_06_3.bmp,I08,06,3,3.93333,reference_images/i08.bmp
distorted_images/i08_06_4.bmp,I08,06,4,3.6129,reference_images/i08.bmp
distorted_images/i08_06_5.bmp,I08,06,5,3.06452,reference_images/i08.bmp
distorted_images/i08_07_1.bmp,I08,07,1,5.5,reference_images/i08.bmp
distorted_images/i08_07_2.bmp,I08,07,2,4.64516,reference_images/i08.bmp
distorted_images/i08_07_3.bmp,I08,07,3,4.16667,reference_images/i08.bmp
distorted_images/i08_07_4.bmp,I08,07,4,3.45161,reference_images/i08.bmp
distorted_images/i08_07_5.bmp,I08,07,5,2.3871,reference_images/i08.bmp
distorted_images/i08_08_1.bmp,I08,08,1,5.21875,reference_images/i08.bmp
distorted_images/i08_08_2.bmp,I08,08,2,4.59375,reference_images/i08.bmp
distorted_images/i08_08_3.bmp,I08,08,3,3.90323,reference_images/i08.bmp
distorted_images/i08_08_4.bmp,I08,08,4,2.8709700000000002,reference_images/i08.bmp
distorted_images/i08_08_5.bmp,I08,08,5,1.96774,reference_images/i08.bmp
distorted_images/i08_09_1.bmp,I08,09,1,5.7096800000000005,reference_images/i08.bmp
distorted_images/i08_09_2.bmp,I08,09,2,5.875,reference_images/i08.bmp
distorted_images/i08_09_3.bmp,I08,09,3,5.03125,reference_images/i08.bmp
distorted_images/i08_09_4.bmp,I08,09,4,3.5,reference_images/i08.bmp
distorted_images/i08_09_5.bmp,I08,09,5,1.75,reference_images/i08.bmp
distorted_images/i08_10_1.bmp,I08,10,1,5.96774,reference_images/i08.bmp
distorted_images/i08_10_2.bmp,I08,10,2,5.59375,reference_images/i08.bmp
distorted_images/i08_10_3.bmp,I08,10,3,4.6875,reference_images/i08.bmp
distorted_images/i08_10_4.bmp,I08,10,4,3.21875,reference_images/i08.bmp
distorted_images/i08_10_5.bmp,I08,10,5,1.34375,reference_images/i08.bmp
distorted_images/i08_11_1.bmp,I08,11,1,6.0,reference_images/i08.bmp
distorted_images/i08_11_2.bmp,I08,11,2,5.25,reference_images/i08.bmp
distorted_images/i08_11_3.bmp,I08,11,3,4.566669999999999,reference_images/i08.bmp
distorted_images/i08_11_4.bmp,I08,11,4,4.19355,reference_images/i08.bmp
distorted_images/i08_11_5.bmp,I08,11,5,2.26667,reference_images/i08.bmp
distorted_images/i08_12_1.bmp,I08,12,1,6.19355,reference_images/i08.bmp
distorted_images/i08_12_2.bmp,I08,12,2,5.7419400000000005,reference_images/i08.bmp
distorted_images/i08_12_3.bmp,I08,12,3,5.5,reference_images/i08.bmp
distorted_images/i08_12_4.bmp,I08,12,4,4.8125,reference_images/i08.bmp
distorted_images/i08_12_5.bmp,I08,12,5,4.25,reference_images/i08.bmp
distorted_images/i08_13_1.bmp,I08,13,1,5.78125,reference_images/i08.bmp
distorted_images/i08_13_2.bmp,I08,13,2,3.26667,reference_images/i08.bmp
distorted_images/i08_13_3.bmp,I08,13,3,4.3871,reference_images/i08.bmp
distorted_images/i08_13_4.bmp,I08,13,4,2.73333,reference_images/i08.bmp
distorted_images/i08_13_5.bmp,I08,13,5,2.125,reference_images/i08.bmp
distorted_images/i08_14_1.bmp,I08,14,1,5.65625,reference_images/i08.bmp
distorted_images/i08_14_2.bmp,I08,14,2,5.4375,reference_images/i08.bmp
distorted_images/i08_14_3.bmp,I08,14,3,4.87097,reference_images/i08.bmp
distorted_images/i08_14_4.bmp,I08,14,4,4.75,reference_images/i08.bmp
distorted_images/i08_14_5.bmp,I08,14,5,4.0,reference_images/i08.bmp
distorted_images/i08_15_1.bmp,I08,15,1,3.77419,reference_images/i08.bmp
distorted_images/i08_15_2.bmp,I08,15,2,2.93548,reference_images/i08.bmp
distorted_images/i08_15_3.bmp,I08,15,3,3.28125,reference_images/i08.bmp
distorted_images/i08_15_4.bmp,I08,15,4,3.6875,reference_images/i08.bmp
distorted_images/i08_15_5.bmp,I08,15,5,3.5161300000000004,reference_images/i08.bmp
distorted_images/i08_16_1.bmp,I08,16,1,6.0625,reference_images/i08.bmp
distorted_images/i08_16_2.bmp,I08,16,2,5.75,reference_images/i08.bmp
distorted_images/i08_16_3.bmp,I08,16,3,5.87097,reference_images/i08.bmp
distorted_images/i08_16_4.bmp,I08,16,4,4.903230000000001,reference_images/i08.bmp
distorted_images/i08_16_5.bmp,I08,16,5,4.566669999999999,reference_images/i08.bmp
distorted_images/i08_17_1.bmp,I08,17,1,5.40625,reference_images/i08.bmp
distorted_images/i08_17_2.bmp,I08,17,2,5.58065,reference_images/i08.bmp
distorted_images/i08_17_3.bmp,I08,17,3,4.1875,reference_images/i08.bmp
distorted_images/i08_17_4.bmp,I08,17,4,5.06452,reference_images/i08.bmp
distorted_images/i08_17_5.bmp,I08,17,5,3.25806,reference_images/i08.bmp
distorted_images/i08_18_1.bmp,I08,18,1,4.25,reference_images/i08.bmp
distorted_images/i08_18_2.bmp,I08,18,2,3.74194,reference_images/i08.bmp
distorted_images/i08_18_3.bmp,I08,18,3,2.9375,reference_images/i08.bmp
distorted_images/i08_18_4.bmp,I08,18,4,2.84375,reference_images/i08.bmp
distorted_images/i08_18_5.bmp,I08,18,5,2.8709700000000002,reference_images/i08.bmp
distorted_images/i08_19_1.bmp,I08,19,1,5.3871,reference_images/i08.bmp
distorted_images/i08_19_2.bmp,I08,19,2,4.93548,reference_images/i08.bmp
distorted_images/i08_19_3.bmp,I08,19,3,4.6875,reference_images/i08.bmp
distorted_images/i08_19_4.bmp,I08,19,4,4.03226,reference_images/i08.bmp
distorted_images/i08_19_5.bmp,I08,19,5,3.59375,reference_images/i08.bmp
distorted_images/i08_20_1.bmp,I08,20,1,5.87097,reference_images/i08.bmp
distorted_images/i08_20_2.bmp,I08,20,2,5.96774,reference_images/i08.bmp
distorted_images/i08_20_3.bmp,I08,20,3,5.2666699999999995,reference_images/i08.bmp
distorted_images/i08_20_4.bmp,I08,20,4,4.625,reference_images/i08.bmp
distorted_images/i08_20_5.bmp,I08,20,5,3.8125,reference_images/i08.bmp
distorted_images/i08_21_1.bmp,I08,21,1,5.6875,reference_images/i08.bmp
distorted_images/i08_21_2.bmp,I08,21,2,4.93548,reference_images/i08.bmp
distorted_images/i08_21_3.bmp,I08,21,3,4.2903199999999995,reference_images/i08.bmp
distorted_images/i08_21_4.bmp,I08,21,4,3.80645,reference_images/i08.bmp
distorted_images/i08_21_5.bmp,I08,21,5,2.67742,reference_images/i08.bmp
distorted_images/i08_22_1.bmp,I08,22,1,5.6129,reference_images/i08.bmp
distorted_images/i08_22_2.bmp,I08,22,2,5.45161,reference_images/i08.bmp
distorted_images/i08_22_3.bmp,I08,22,3,4.16129,reference_images/i08.bmp
distorted_images/i08_22_4.bmp,I08,22,4,3.0625,reference_images/i08.bmp
distorted_images/i08_22_5.bmp,I08,22,5,2.375,reference_images/i08.bmp
distorted_images/i08_23_1.bmp,I08,23,1,6.03226,reference_images/i08.bmp
distorted_images/i08_23_2.bmp,I08,23,2,6.16129,reference_images/i08.bmp
distorted_images/i08_23_3.bmp,I08,23,3,5.67742,reference_images/i08.bmp
distorted_images/i08_23_4.bmp,I08,23,4,5.5,reference_images/i08.bmp
distorted_images/i08_23_5.bmp,I08,23,5,5.4375,reference_images/i08.bmp
distorted_images/i08_24_1.bmp,I08,24,1,5.93548,reference_images/i08.bmp
distorted_images/i08_24_2.bmp,I08,24,2,5.78125,reference_images/i08.bmp
distorted_images/i08_24_3.bmp,I08,24,3,5.2903199999999995,reference_images/i08.bmp
distorted_images/i08_24_4.bmp,I08,24,4,3.96774,reference_images/i08.bmp
distorted_images/i08_24_5.bmp,I08,24,5,2.625,reference_images/i08.bmp
distorted_images/i09_01_1.bmp,I09,01,1,5.36364,reference_images/i09.bmp
distorted_images/i09_01_2.bmp,I09,01,2,5.0,reference_images/i09.bmp
distorted_images/i09_01_3.bmp,I09,01,3,4.54545,reference_images/i09.bmp
distorted_images/i09_01_4.bmp,I09,01,4,4.03226,reference_images/i09.bmp
distorted_images/i09_01_5.bmp,I09,01,5,3.63636,reference_images/i09.bmp
distorted_images/i09_02_1.bmp,I09,02,1,5.87879,reference_images/i09.bmp
distorted_images/i09_02_2.bmp,I09,02,2,6.0303,reference_images/i09.bmp
distorted_images/i09_02_3.bmp,I09,02,3,5.5625,reference_images/i09.bmp
distorted_images/i09_02_4.bmp,I09,02,4,4.875,reference_images/i09.bmp
distorted_images/i09_02_5.bmp,I09,02,5,4.54545,reference_images/i09.bmp
distorted_images/i09_03_1.bmp,I09,03,1,4.60606,reference_images/i09.bmp
distorted_images/i09_03_2.bmp,I09,03,2,4.09375,reference_images/i09.bmp
distorted_images/i09_03_3.bmp,I09,03,3,3.69697,reference_images/i09.bmp
distorted_images/i09_03_4.bmp,I09,03,4,3.25,reference_images/i09.bmp
distorted_images/i09_03_5.bmp,I09,03,5,2.87879,reference_images/i09.bmp
distorted_images/i09_04_1.bmp,I09,04,1,5.7419400000000005,reference_images/i09.bmp
distorted_images/i09_04_2.bmp,I09,04,2,5.59375,reference_images/i09.bmp
distorted_images/i09_04_3.bmp,I09,04,3,5.3871,reference_images/i09.bmp
distorted_images/i09_04_4.bmp,I09,04,4,4.67742,reference_images/i09.bmp
distorted_images/i09_04_5.bmp,I09,04,5,4.27273,reference_images/i09.bmp
distorted_images/i09_05_1.bmp,I09,05,1,5.93548,reference_images/i09.bmp
distorted_images/i09_05_2.bmp,I09,05,2,5.5,reference_images/i09.bmp
distorted_images/i09_05_3.bmp,I09,05,3,4.96875,reference_images/i09.bmp
distorted_images/i09_05_4.bmp,I09,05,4,4.09091,reference_images/i09.bmp
distorted_images/i09_05_5.bmp,I09,05,5,3.59375,reference_images/i09.bmp
distorted_images/i09_06_1.bmp,I09,06,1,5.21875,reference_images/i09.bmp
distorted_images/i09_06_2.bmp,I09,06,2,4.3125,reference_images/i09.bmp
distorted_images/i09_06_3.bmp,I09,06,3,4.16129,reference_images/i09.bmp
distorted_images/i09_06_4.bmp,I09,06,4,3.8125,reference_images/i09.bmp
distorted_images/i09_06_5.bmp,I09,06,5,3.34375,reference_images/i09.bmp
distorted_images/i09_07_1.bmp,I09,07,1,4.87879,reference_images/i09.bmp
distorted_images/i09_07_2.bmp,I09,07,2,4.75,reference_images/i09.bmp
distorted_images/i09_07_3.bmp,I09,07,3,4.12903,reference_images/i09.bmp
distorted_images/i09_07_4.bmp,I09,07,4,3.66667,reference_images/i09.bmp
distorted_images/i09_07_5.bmp,I09,07,5,2.70968,reference_images/i09.bmp
distorted_images/i09_08_1.bmp,I09,08,1,5.875,reference_images/i09.bmp
distorted_images/i09_08_2.bmp,I09,08,2,5.24242,reference_images/i09.bmp
distorted_images/i09_08_3.bmp,I09,08,3,4.34375,reference_images/i09.bmp
distorted_images/i09_08_4.bmp,I09,08,4,3.48485,reference_images/i09.bmp
distorted_images/i09_08_5.bmp,I09,08,5,2.375,reference_images/i09.bmp
distorted_images/i09_09_1.bmp,I09,09,1,6.54545,reference_images/i09.bmp
distorted_images/i09_09_2.bmp,I09,09,2,6.09091,reference_images/i09.bmp
distorted_images/i09_09_3.bmp,I09,09,3,5.15152,reference_images/i09.bmp
distorted_images/i09_09_4.bmp,I09,09,4,3.90625,reference_images/i09.bmp
distorted_images/i09_09_5.bmp,I09,09,5,2.51515,reference_images/i09.bmp
distorted_images/i09_10_1.bmp,I09,10,1,6.0,reference_images/i09.bmp
distorted_images/i09_10_2.bmp,I09,10,2,5.65625,reference_images/i09.bmp
distorted_images/i09_10_3.bmp,I09,10,3,4.90625,reference_images/i09.bmp
distorted_images/i09_10_4.bmp,I09,10,4,3.19355,reference_images/i09.bmp
distorted_images/i09_10_5.bmp,I09,10,5,2.34375,reference_images/i09.bmp
distorted_images/i09_11_1.bmp,I09,11,1,5.90625,reference_images/i09.bmp
distorted_images/i09_11_2.bmp,I09,11,2,5.15625,reference_images/i09.bmp
distorted_images/i09_11_3.bmp,I09,11,3,3.96875,reference_images/i09.bmp
distorted_images/i09_11_4.bmp,I09,11,4,2.40625,reference_images/i09.bmp
distorted_images/i09_11_5.bmp,I09,11,5,0.87879,reference_images/i09.bmp
distorted_images/i09_12_1.bmp,I09,12,1,6.06061,reference_images/i09.bmp
distorted_images/i09_12_2.bmp,I09,12,2,5.90625,reference_images/i09.bmp
distorted_images/i09_12_3.bmp,I09,12,3,4.90625,reference_images/i09.bmp
distorted_images/i09_12_4.bmp,I09,12,4,2.96875,reference_images/i09.bmp
distorted_images/i09_12_5.bmp,I09,12,5,2.84375,reference_images/i09.bmp
distorted_images/i09_13_1.bmp,I09,13,1,4.51515,reference_images/i09.bmp
distorted_images/i09_13_2.bmp,I09,13,2,3.77419,reference_images/i09.bmp
distorted_images/i09_13_3.bmp,I09,13,3,3.33333,reference_images/i09.bmp
distorted_images/i09_13_4.bmp,I09,13,4,2.81818,reference_images/i09.bmp
distorted_images/i09_13_5.bmp,I09,13,5,2.87879,reference_images/i09.bmp
distorted_images/i09_14_1.bmp,I09,14,1,5.84375,reference_images/i09.bmp
distorted_images/i09_14_2.bmp,I09,14,2,5.48485,reference_images/i09.bmp
distorted_images/i09_14_3.bmp,I09,14,3,6.28125,reference_images/i09.bmp
distorted_images/i09_14_4.bmp,I09,14,4,4.4375,reference_images/i09.bmp
distorted_images/i09_14_5.bmp,I09,14,5,3.3125,reference_images/i09.bmp
distorted_images/i09_15_1.bmp,I09,15,1,2.90909,reference_images/i09.bmp
