fpath,mos,description,ref_img
wn/img18.bmp,35.32176832792063,churchandcapitol,refimgs/churchandcapitol.bmp
wn/img19.bmp,13.494986288484718,studentsculpture,refimgs/studentsculpture.bmp
wn/img20.bmp,111.77469352631448,churchandcapitol,refimgs/churchandcapitol.bmp
wn/img21.bmp,61.681001518022924,ocean,refimgs/ocean.bmp
wn/img22.bmp,29.05160906556435,parrots,refimgs/parrots.bmp
wn/img23.bmp,109.62708401221437,cemetry,refimgs/cemetry.bmp
wn/img24.bmp,94.03481633826047,coinsinfountain,refimgs/coinsinfountain.bmp
wn/img25.bmp,49.8342340456356,statue,refimgs/statue.bmp
wn/img26.bmp,61.62614194844081,paintedhouse,refimgs/paintedhouse.bmp
wn/img27.bmp,47.72741274693893,dancers,refimgs/dancers.bmp
wn/img28.bmp,58.41045583984596,womanhat,refimgs/womanhat.bmp
wn/img29.bmp,74.6356854930016,bikes,refimgs/bikes.bmp
wn/img30.bmp,33.19702721082979,dancers,refimgs/dancers.bmp
wn/img31.bmp,27.51459903168142,coinsinfountain,refimgs/coinsinfountain.bmp
wn/img32.bmp,60.27965391746516,lighthouse2,refimgs/lighthouse2.bmp
wn/img33.bmp,102.72368546631967,woman,refimgs/woman.bmp
wn/img34.bmp,94.4100904010743,monarch,refimgs/monarch.bmp
wn/img35.bmp,38.087797760154245,woman,refimgs/woman.bmp
wn/img36.bmp,71.21218202942677,building2,refimgs/building2.bmp
wn/img37.bmp,28.617188359415515,manfishing,refimgs/manfishing.bmp
wn/img38.bmp,66.53165048509287,house,refimgs/house.bmp
wn/img39.bmp,71.76021293669349,paintedhouse,refimgs/paintedhouse.bmp
wn/img40.bmp,48.05993884502848,lighthouse,refimgs/lighthouse.bmp
wn/img41.bmp,100.23878414456692,manfishing,refimgs/manfishing.bmp
wn/img42.bmp,107.65033077751622,ocean,refimgs/ocean.bmp
wn/img43.bmp,20.295948373068647,lighthouse,refimgs/lighthouse.bmp
wn/img44.bmp,72.84561785296995,studentsculpture,refimgs/studentsculpture.bmp
wn/img45.bmp,26.989633874164532,cemetry,refimgs/cemetry.bmp
wn/img46.bmp,37.341496135801734,buildings,refimgs/buildings.bmp
wn/img47.bmp,104.40801605101547,carnivaldolls,refimgs/carnivaldolls.bmp
wn/img48.bmp,34.5029166994517,building2,refimgs/building2.bmp
wn/img49.bmp,75.24580813267,flowersonih35,refimgs/flowersonih35.bmp
wn/img50.bmp,79.43613206888192,dancers,refimgs/dancers.bmp
wn/img51.bmp,73.83502971471134,dancers,refimgs/dancers.bmp
wn/img52.bmp,97.51209513726754,sailing1,refimgs/sailing1.bmp
wn/img53.bmp,95.34370094075177,flowersonih35,refimgs/flowersonih35.bmp
wn/img54.bmp,20.5274846951256,house,refimgs/house.bmp
wn/img55.bmp,36.475636915268524,statue,refimgs/statue.bmp
wn/img56.bmp,35.64458484067259,sailing1,refimgs/sailing1.bmp
wn/img57.bmp,97.69957653577356,studentsculpture,refimgs/studentsculpture.bmp
wn/img58.bmp,106.3698573635383,sailing3,refimgs/sailing3.bmp
wn/img59.bmp,11.037306278232428,manfishing,refimgs/manfishing.bmp
wn/img60.bmp,97.65698241414981,womanhat,refimgs/womanhat.bmp
wn/img61.bmp,78.47085391287106,buildings,refimgs/buildings.bmp
wn/img62.bmp,62.92970737500086,churchandcapitol,refimgs/churchandcapitol.bmp
wn/img63.bmp,41.035510546118466,cemetry,refimgs/cemetry.bmp
wn/img64.bmp,18.611094569023102,caps,refimgs/caps.bmp
wn/img65.bmp,70.94998870953438,cemetry,refimgs/cemetry.bmp
wn/img66.bmp,99.45910509660351,lighthouse,refimgs/lighthouse.bmp
wn/img67.bmp,47.44842540432511,parrots,refimgs/parrots.bmp
wn/img68.bmp,45.829078985831195,bikes,refimgs/bikes.bmp
wn/img69.bmp,61.6158088994382,parrots,refimgs/parrots.bmp
wn/img70.bmp,41.31695798429712,house,refimgs/house.bmp
wn/img71.bmp,63.45931896527788,carnivaldolls,refimgs/carnivaldolls.bmp
wn/img72.bmp,45.00432810746642,flowersonih35,refimgs/flowersonih35.bmp
wn/img73.bmp,69.02754430690878,manfishing,refimgs/manfishing.bmp
wn/img74.bmp,54.62805994606417,rapids,refimgs/rapids.bmp
wn/img75.bmp,15.271352054362957,parrots,refimgs/parrots.bmp
wn/img76.bmp,20.007483290527425,sailing1,refimgs/sailing1.bmp
wn/img77.bmp,94.20486814584287,rapids,refimgs/rapids.bmp
wn/img78.bmp,15.388646901982973,plane,refimgs/plane.bmp
wn/img79.bmp,55.06753054284376,sailing1,refimgs/sailing1.bmp
wn/img80.bmp,97.2694715798371,caps,refimgs/caps.bmp
wn/img81.bmp,21.61052934761817,sailing2,refimgs/sailing2.bmp
wn/img82.bmp,21.195283028480475,monarch,refimgs/monarch.bmp
wn/img83.bmp,71.54037129415151,house,refimgs/house.bmp
wn/img84.bmp,31.24987494201788,sailing3,refimgs/sailing3.bmp
wn/img85.bmp,13.666943331193622,statue,refimgs/statue.bmp
wn/img86.bmp,57.39305471032276,sailing4,refimgs/sailing4.bmp
wn/img87.bmp,105.10166413396246,bikes,refimgs/bikes.bmp
wn/img88.bmp,39.10614097745931,stream,refimgs/stream.bmp
wn/img89.bmp,57.538603283146436,sailing3,refimgs/sailing3.bmp
wn/img90.bmp,39.71346655802711,carnivaldolls,refimgs/carnivaldolls.bmp
wn/img91.bmp,67.19437758924813,statue,refimgs/statue.bmp
wn/img92.bmp,69.06535116986018,coinsinfountain,refimgs/coinsinfountain.bmp
wn/img93.bmp,73.54583611585835,churchandcapitol,refimgs/churchandcapitol.bmp
wn/img94.bmp,106.81758994591208,paintedhouse,refimgs/paintedhouse.bmp
wn/img95.bmp,23.508406616286706,bikes,refimgs/bikes.bmp
wn/img96.bmp,69.26005385452565,lighthouse,refimgs/lighthouse.bmp
wn/img97.bmp,65.70698388517809,bikes,refimgs/bikes.bmp
wn/img98.bmp,13.266839820800243,woman,refimgs/woman.bmp
wn/img99.bmp,12.137833909830341,ocean,refimgs/ocean.bmp
wn/img100.bmp,38.595687634018724,sailing4,refimgs/sailing4.bmp
wn/img101.bmp,11.166482886698198,rapids,refimgs/rapids.bmp
wn/img102.bmp,50.194325232236274,building2,refimgs/building2.bmp
wn/img103.bmp,22.884871051304934,buildings,refimgs/buildings.bmp
wn/img104.bmp,99.6615285081197,parrots,refimgs/parrots.bmp
wn/img105.bmp,93.86859240789695,plane,refimgs/plane.bmp
wn/img106.bmp,77.63344919424672,stream,refimgs/stream.bmp
wn/img107.bmp,33.63370982301589,rapids,refimgs/rapids.bmp
wn/img108.bmp,55.535575649060156,lighthouse2,refimgs/lighthouse2.bmp
wn/img109.bmp,58.66034224093095,house,refimgs/house.bmp
wn/img110.bmp,51.67024428176386,caps,refimgs/caps.bmp
wn/img111.bmp,43.298016309826934,paintedhouse,refimgs/paintedhouse.bmp
wn/img112.bmp,62.69095740904541,studentsculpture,refimgs/studentsculpture.bmp
wn/img113.bmp,97.92469225647716,sailing2,refimgs/sailing2.bmp
wn/img114.bmp,35.70795551820673,lighthouse,refimgs/lighthouse.bmp
wn/img115.bmp,57.98572759381551,woman,refimgs/woman.bmp
wn/img116.bmp,67.4653416344695,rapids,refimgs/rapids.bmp
wn/img117.bmp,28.79734485795999,sailing2,refimgs/sailing2.bmp
wn/img118.bmp,37.944107183148475,ocean,refimgs/ocean.bmp
wn/img119.bmp,65.07828999287852,womanhat,refimgs/womanhat.bmp
wn/img120.bmp,69.44972429947218,ocean,refimgs/ocean.bmp
wn/img121.bmp,76.0908192258521,building2,refimgs/building2.bmp
wn/img122.bmp,70.58976221156998,flowersonih35,refimgs/flowersonih35.bmp
wn/img123.bmp,63.30630049280129,sailing3,refimgs/sailing3.bmp
wn/img124.bmp,61.46371806749249,coinsinfountain,refimgs/coinsinfountain.bmp
wn/img125.bmp,15.998465932281881,lighthouse2,refimgs/lighthouse2.bmp
wn/img126.bmp,63.7033428924913,sailing4,refimgs/sailing4.bmp
wn/img127.bmp,15.147108587135826,sailing4,refimgs/sailing4.bmp
wn/img128.bmp,62.99129769303974,sailing2,refimgs/sailing2.bmp
wn/img129.bmp,64.69701933079591,plane,refimgs/plane.bmp
wn/img130.bmp,70.50327694656922,buildings,refimgs/buildings.bmp
wn/img131.bmp,89.07333452953819,stream,refimgs/stream.bmp
wn/img132.bmp,38.08510135616129,caps,refimgs/caps.bmp
wn/img133.bmp,13.772809998423078,flowersonih35,refimgs/flowersonih35.bmp
wn/img134.bmp,70.6450297294693,sailing4,refimgs/sailing4.bmp
wn/img135.bmp,67.63968110982358,carnivaldolls,refimgs/carnivaldolls.bmp
wn/img136.bmp,106.17335732260668,building2,refimgs/building2.bmp
wn/img137.bmp,102.01544839638244,lighthouse2,refimgs/lighthouse2.bmp
wn/img138.bmp,22.149317346230504,stream,refimgs/stream.bmp
wn/img139.bmp,52.69863155435469,plane,refimgs/plane.bmp
wn/img140.bmp,65.2062617058754,monarch,refimgs/monarch.bmp
wn/img141.bmp,64.80613405230142,sailing1,refimgs/sailing1.bmp
wn/img142.bmp,23.365932631894772,paintedhouse,refimgs/paintedhouse.bmp
wn/img143.bmp,61.98853406494696,manfishing,refimgs/manfishing.bmp
wn/img144.bmp,63.45183048855342,caps,refimgs/caps.bmp
wn/img145.bmp,98.27070283202306,statue,refimgs/statue.bmp
gblur/img1.bmp,42.127765361449555,caps,refimgs/caps.bmp
gblur/img2.bmp,37.462720322546936,churchandcapitol,refimgs/churchandcapitol.bmp
gblur/img3.bmp,43.26456018535141,monarch,refimgs/monarch.bmp
gblur/img4.bmp,19.510097084325167,lighthouse,refimgs/lighthouse.bmp
gblur/img5.bmp,72.82942220542719,plane,refimgs/plane.bmp
gblur/img6.bmp,54.79584980310996,carnivaldolls,refimgs/carnivaldolls.bmp
gblur/img7.bmp,28.45923879344707,buildings,refimgs/buildings.bmp
gblur/img8.bmp,28.180912872308728,building2,refimgs/building2.bmp
gblur/img9.bmp,23.83506669503422,rapids,refimgs/rapids.bmp
gblur/img10.bmp,89.72374712250675,sailing2,refimgs/sailing2.bmp
gblur/img11.bmp,83.26954044809332,monarch,refimgs/monarch.bmp
gblur/img12.bmp,23.747800588472256,parrots,refimgs/parrots.bmp
gblur/img13.bmp,30.514445202895608,cemetry,refimgs/cemetry.bmp
gblur/img14.bmp,33.317365184485546,manfishing,refimgs/manfishing.bmp
gblur/img15.bmp,43.371393473652745,lighthouse,refimgs/lighthouse.bmp
gblur/img16.bmp,63.381935483061866,manfishing,refimgs/manfishing.bmp
gblur/img17.bmp,88.25341457573218,rapids,refimgs/rapids.bmp
gblur/img18.bmp,32.28879443889066,stream,refimgs/stream.bmp
gblur/img19.bmp,53.1730822979176,coinsinfountain,refimgs/coinsinfountain.bmp
gblur/img20.bmp,41.4683726766827,studentsculpture,refimgs/studentsculpture.bmp
gblur/img21.bmp,39.157564151102406,dancers,refimgs/dancers.bmp
gblur/img22.bmp,47.539839513629076,coinsinfountain,refimgs/coinsinfountain.bmp
gblur/img23.bmp,19.81956588915427,paintedhouse,refimgs/paintedhouse.bmp
gblur/img24.bmp,93.40865465910048,lighthouse,refimgs/lighthouse.bmp
gblur/img25.bmp,60.85908908030956,building2,refimgs/building2.bmp
gblur/img26.bmp,43.11752291546036,bikes,refimgs/bikes.bmp
gblur/img27.bmp,32.45533469024021,carnivaldolls,refimgs/carnivaldolls.bmp
gblur/img28.bmp,22.96359302071471,caps,refimgs/caps.bmp
gblur/img29.bmp,29.707112621076355,rapids,refimgs/rapids.bmp
gblur/img30.bmp,50.78289110295646,plane,refimgs/plane.bmp
gblur/img31.bmp,52.1680931480972,parrots,refimgs/parrots.bmp
gblur/img32.bmp,20.42170138535499,coinsinfountain,refimgs/coinsinfountain.bmp
gblur/img33.bmp,37.06966908699679,building2,refimgs/building2.bmp
gblur/img34.bmp,46.75861493731215,rapids,refimgs/rapids.bmp
gblur/img35.bmp,29.946921048434994,sailing1,refimgs/sailing1.bmp
gblur/img36.bmp,49.3887315611896,womanhat,refimgs/womanhat.bmp
gblur/img37.bmp,55.79859697122191,monarch,refimgs/monarch.bmp
gblur/img38.bmp,49.57258124925823,studentsculpture,refimgs/studentsculpture.bmp
gblur/img39.bmp,35.163418897152994,paintedhouse,refimgs/paintedhouse.bmp
gblur/img40.bmp,59.72797575732214,bikes,refimgs/bikes.bmp
gblur/img41.bmp,64.24080369440135,dancers,refimgs/dancers.bmp
gblur/img42.bmp,37.61345259412877,womanhat,refimgs/womanhat.bmp
gblur/img43.bmp,41.36298389729544,sailing2,refimgs/sailing2.bmp
gblur/img44.bmp,26.588236919388123,studentsculpture,refimgs/studentsculpture.bmp
gblur/img45.bmp,21.680338672475234,buildings,refimgs/buildings.bmp
gblur/img46.bmp,21.37173574127878,sailing1,refimgs/sailing1.bmp
gblur/img47.bmp,48.37779845595415,manfishing,refimgs/manfishing.bmp
gblur/img48.bmp,57.040994158487464,sailing2,refimgs/sailing2.bmp
gblur/img49.bmp,35.511076424494355,house,refimgs/house.bmp
gblur/img50.bmp,46.66501375774308,stream,refimgs/stream.bmp
gblur/img51.bmp,21.90766424535399,dancers,refimgs/dancers.bmp
gblur/img52.bmp,68.54058128580095,carnivaldolls,refimgs/carnivaldolls.bmp
gblur/img53.bmp,59.567814555450866,lighthouse2,refimgs/lighthouse2.bmp
gblur/img54.bmp,59.07594073978924,statue,refimgs/statue.bmp
gblur/img55.bmp,50.30002190258614,lighthouse2,refimgs/lighthouse2.bmp
gblur/img56.bmp,37.03663806134327,parrots,refimgs/parrots.bmp
gblur/img57.bmp,53.613271673219984,ocean,refimgs/ocean.bmp
gblur/img58.bmp,72.87394931569021,stream,refimgs/stream.bmp
gblur/img59.bmp,43.22494778304786,carnivaldolls,refimgs/carnivaldolls.bmp
gblur/img60.bmp,20.19888494169012,bikes,refimgs/bikes.bmp
gblur/img61.bmp,26.8104249250671,womanhat,refimgs/womanhat.bmp
gblur/img62.bmp,33.289587739887395,buildings,refimgs/buildings.bmp
gblur/img63.bmp,18.638782031279458,plane,refimgs/plane.bmp
gblur/img64.bmp,38.730110284620814,woman,refimgs/woman.bmp
gblur/img65.bmp,41.54577164748736,flowersonih35,refimgs/flowersonih35.bmp
gblur/img66.bmp,58.91249145488299,churchandcapitol,refimgs/churchandcapitol.bmp
gblur/img67.bmp,22.83897810739422,manfishing,refimgs/manfishing.bmp
gblur/img68.bmp,64.7162926008737,woman,refimgs/woman.bmp
gblur/img69.bmp,79.75902400389953,parrots,refimgs/parrots.bmp
gblur/img70.bmp,75.36497201033434,caps,refimgs/caps.bmp
gblur/img71.bmp,20.381731958065036,stream,refimgs/stream.bmp
gblur/img72.bmp,47.86237098807869,sailing2,refimgs/sailing2.bmp
gblur/img73.bmp,60.10697150963521,buildings,refimgs/buildings.bmp
gblur/img74.bmp,40.94953032442054,sailing1,refimgs/sailing1.bmp
gblur/img75.bmp,42.418404613662226,lighthouse2,refimgs/lighthouse2.bmp
gblur/img76.bmp,40.31616322660909,sailing4,refimgs/sailing4.bmp
gblur/img77.bmp,40.77253768425125,statue,refimgs/statue.bmp
gblur/img78.bmp,67.58397974933878,manfishing,refimgs/manfishing.bmp
gblur/img79.bmp,38.207970020009036,sailing3,refimgs/sailing3.bmp
gblur/img80.bmp,42.393658246536816,building2,refimgs/building2.bmp
gblur/img81.bmp,46.51061125048729,paintedhouse,refimgs/paintedhouse.bmp
gblur/img82.bmp,21.322050993497648,womanhat,refimgs/womanhat.bmp
gblur/img83.bmp,64.73522264796105,cemetry,refimgs/cemetry.bmp
gblur/img84.bmp,26.21419093598192,sailing2,refimgs/sailing2.bmp
gblur/img85.bmp,56.267384043975134,flowersonih35,refimgs/flowersonih35.bmp
gblur/img86.bmp,37.337748831262275,plane,refimgs/plane.bmp
gblur/img87.bmp,38.07307012751651,flowersonih35,refimgs/flowersonih35.bmp
gblur/img88.bmp,65.58275601959907,caps,refimgs/caps.bmp
gblur/img89.bmp,30.699919723279706,sailing4,refimgs/sailing4.bmp
gblur/img90.bmp,20.69642513725109,flowersonih35,refimgs/flowersonih35.bmp
gblur/img91.bmp,48.86374565914097,churchandcapitol,refimgs/churchandcapitol.bmp
gblur/img92.bmp,22.85851059949997,ocean,refimgs/ocean.bmp
gblur/img93.bmp,45.65407108816057,dancers,refimgs/dancers.bmp
gblur/img94.bmp,24.30864453533312,house,refimgs/house.bmp
gblur/img95.bmp,17.156424264142174,carnivaldolls,refimgs/carnivaldolls.bmp
gblur/img96.bmp,21.419440237228148,monarch,refimgs/monarch.bmp
gblur/img97.bmp,52.89921636764908,lighthouse,refimgs/lighthouse.bmp
gblur/img98.bmp,26.93797934114651,statue,refimgs/statue.bmp
gblur/img99.bmp,59.43768243275185,woman,refimgs/woman.bmp
gblur/img100.bmp,55.99099722787511,studentsculpture,refimgs/studentsculpture.bmp
gblur/img101.bmp,26.079483169620147,coinsinfountain,refimgs/coinsinfountain.bmp
gblur/img102.bmp,33.02457411335329,lighthouse,refimgs/lighthouse.bmp
gblur/img103.bmp,41.62202095479563,monarch,refimgs/monarch.bmp
gblur/img104.bmp,90.83144264010389,churchandcapitol,refimgs/churchandcapitol.bmp
gblur/img105.bmp,69.29558963921917,parrots,refimgs/parrots.bmp
gblur/img106.bmp,27.43814252019736,ocean,refimgs/ocean.bmp
gblur/img107.bmp,73.06324854706611,flowersonih35,refimgs/flowersonih35.bmp
gblur/img108.bmp,20.98121105422193,studentsculpture,refimgs/studentsculpture.bmp
gblur/img109.bmp,43.64868973704411,cemetry,refimgs/cemetry.bmp
gblur/img110.bmp,43.59300169983794,paintedhouse,refimgs/paintedhouse.bmp
gblur/img111.bmp,25.46083862616192,sailing3,refimgs/sailing3.bmp
gblur/img112.bmp,29.841330546597327,bikes,refimgs/bikes.bmp
gblur/img113.bmp,45.10971717685527,house,refimgs/house.bmp
gblur/img114.bmp,52.283257841139225,sailing3,refimgs/sailing3.bmp
gblur/img115.bmp,57.78121193545228,caps,refimgs/caps.bmp
gblur/img116.bmp,86.27444720136725,paintedhouse,refimgs/paintedhouse.bmp
gblur/img117.bmp,84.55564220108053,ocean,refimgs/ocean.bmp
gblur/img118.bmp,70.26112633028697,lighthouse2,refimgs/lighthouse2.bmp
gblur/img119.bmp,40.38463431058608,ocean,refimgs/ocean.bmp
gblur/img120.bmp,71.84453613923937,statue,refimgs/statue.bmp
gblur/img121.bmp,74.66704277991492,sailing4,refimgs/sailing4.bmp
gblur/img122.bmp,38.009055999426565,house,refimgs/house.bmp
gblur/img123.bmp,61.346819585982885,coinsinfountain,refimgs/coinsinfountain.bmp
gblur/img124.bmp,64.71710859945146,sailing3,refimgs/sailing3.bmp
gblur/img125.bmp,68.01663301489151,sailing1,refimgs/sailing1.bmp
gblur/img126.bmp,36.50002223269209,stream,refimgs/stream.bmp
gblur/img127.bmp,53.305640851612196,sailing4,refimgs/sailing4.bmp
gblur/img128.bmp,58.02915765036237,dancers,refimgs/dancers.bmp
gblur/img129.bmp,29.31846908583694,bikes,refimgs/bikes.bmp
gblur/img130.bmp,49.54061655633064,sailing1,refimgs/sailing1.bmp
gblur/img131.bmp,55.584211099300234,statue,refimgs/statue.bmp
gblur/img132.bmp,64.12525460567022,womanhat,refimgs/womanhat.bmp
gblur/img133.bmp,24.91286361762859,lighthouse2,refimgs/lighthouse2.bmp
gblur/img134.bmp,48.95564454107609,buildings,refimgs/buildings.bmp
gblur/img135.bmp,47.96322103017178,cemetry,refimgs/cemetry.bmp
gblur/img136.bmp,30.4216928832291,sailing4,refimgs/sailing4.bmp
gblur/img137.bmp,17.750595646159454,building2,refimgs/building2.bmp
gblur/img138.bmp,73.01791251884717,house,refimgs/house.bmp
gblur/img139.bmp,64.55945570551016,plane,refimgs/plane.bmp
gblur/img140.bmp,39.758967595843245,woman,refimgs/woman.bmp
gblur/img141.bmp,56.67448459201258,rapids,refimgs/rapids.bmp
gblur/img142.bmp,30.519428175117486,churchandcapitol,refimgs/churchandcapitol.bmp
gblur/img143.bmp,33.84223042572021,cemetry,refimgs/cemetry.bmp
gblur/img144.bmp,72.07038503902243,sailing3,refimgs/sailing3.bmp
gblur/img145.bmp,22.31027731867567,woman,refimgs/woman.bmp
fastfading/img1.bmp,75.69834484894027,coinsinfountain,refimgs/coinsinfountain.bmp
fastfading/img2.bmp,72.38923371278747,coinsinfountain,refimgs/coinsinfountain.bmp
fastfading/img3.bmp,70.14186312814755,coinsinfountain,refimgs/coinsinfountain.bmp
fastfading/img4.bmp,21.236876374403256,coinsinfountain,refimgs/coinsinfountain.bmp
fastfading/img5.bmp,13.035300360483568,coinsinfountain,refimgs/coinsinfountain.bmp
fastfading/img6.bmp,61.91884706998839,ocean,refimgs/ocean.bmp
fastfading/img7.bmp,51.55241265731182,ocean,refimgs/ocean.bmp
fastfading/img8.bmp,83.14840637381712,ocean,refimgs/ocean.bmp
fastfading/img9.bmp,63.12396333336599,ocean,refimgs/ocean.bmp
fastfading/img10.bmp,5.932762842632151,ocean,refimgs/ocean.bmp
fastfading/img11.bmp,72.19553583563231,statue,refimgs/statue.bmp
fastfading/img12.bmp,46.15722197754742,statue,refimgs/statue.bmp
fastfading/img13.bmp,10.62005747868401,statue,refimgs/statue.bmp
fastfading/img14.bmp,19.717544269834338,statue,refimgs/statue.bmp
fastfading/img15.bmp,10.833354821743228,statue,refimgs/statue.bmp
fastfading/img16.bmp,65.82497819643346,dancers,refimgs/dancers.bmp
fastfading/img17.bmp,54.373331274324045,dancers,refimgs/dancers.bmp
fastfading/img18.bmp,81.0179705378508,dancers,refimgs/dancers.bmp
fastfading/img19.bmp,41.92217758138109,dancers,refimgs/dancers.bmp
fastfading/img20.bmp,22.00058839495432,dancers,refimgs/dancers.bmp
fastfading/img21.bmp,78.39976353763907,paintedhouse,refimgs/paintedhouse.bmp
fastfading/img22.bmp,62.589208895964546,paintedhouse,refimgs/paintedhouse.bmp
fastfading/img23.bmp,47.03150565208161,paintedhouse,refimgs/paintedhouse.bmp
fastfading/img24.bmp,54.39350290165264,paintedhouse,refimgs/paintedhouse.bmp
fastfading/img25.bmp,13.64960869971246,paintedhouse,refimgs/paintedhouse.bmp
fastfading/img26.bmp,67.11403306513637,stream,refimgs/stream.bmp
fastfading/img27.bmp,10.904306643436378,stream,refimgs/stream.bmp
fastfading/img28.bmp,15.804461414590346,stream,refimgs/stream.bmp
fastfading/img29.bmp,16.145172839516636,stream,refimgs/stream.bmp
fastfading/img30.bmp,7.247282319675264,stream,refimgs/stream.bmp
fastfading/img31.bmp,99.58651348686959,bikes,refimgs/bikes.bmp
fastfading/img32.bmp,52.327717808871576,bikes,refimgs/bikes.bmp
fastfading/img33.bmp,33.16214637834979,bikes,refimgs/bikes.bmp
fastfading/img34.bmp,10.492456034882686,bikes,refimgs/bikes.bmp
fastfading/img35.bmp,48.840839515922575,bikes,refimgs/bikes.bmp
fastfading/img36.bmp,54.76502889570662,flowersonih35,refimgs/flowersonih35.bmp
fastfading/img37.bmp,95.77409374141652,flowersonih35,refimgs/flowersonih35.bmp
fastfading/img38.bmp,30.78023533858247,flowersonih35,refimgs/flowersonih35.bmp
fastfading/img39.bmp,34.07425249043993,flowersonih35,refimgs/flowersonih35.bmp
fastfading/img40.bmp,16.429121525519584,flowersonih35,refimgs/flowersonih35.bmp
fastfading/img41.bmp,47.90779725297225,parrots,refimgs/parrots.bmp
fastfading/img42.bmp,58.41939049817109,parrots,refimgs/parrots.bmp
fastfading/img43.bmp,7.234500306160264,parrots,refimgs/parrots.bmp
fastfading/img44.bmp,20.695027475202703,parrots,refimgs/parrots.bmp
fastfading/img45.bmp,3.3916336118871087,parrots,refimgs/parrots.bmp
fastfading/img46.bmp,84.35398937606175,studentsculpture,refimgs/studentsculpture.bmp
fastfading/img47.bmp,99.04090626921534,studentsculpture,refimgs/studentsculpture.bmp
fastfading/img48.bmp,57.11706071800262,studentsculpture,refimgs/studentsculpture.bmp
fastfading/img49.bmp,13.315534024440112,studentsculpture,refimgs/studentsculpture.bmp
fastfading/img50.bmp,14.480616750326682,studentsculpture,refimgs/studentsculpture.bmp
fastfading/img51.bmp,84.84405450844739,building2,refimgs/building2.bmp
fastfading/img52.bmp,102.67047076529366,building2,refimgs/building2.bmp
fastfading/img53.bmp,49.21986908481058,building2,refimgs/building2.bmp
fastfading/img54.bmp,11.099089191674402,building2,refimgs/building2.bmp
fastfading/img55.bmp,16.0834094198751,building2,refimgs/building2.bmp
fastfading/img56.bmp,49.8049500050861,plane,refimgs/plane.bmp
fastfading/img57.bmp,76.03556974499287,plane,refimgs/plane.bmp
fastfading/img58.bmp,95.95778317943885,plane,refimgs/plane.bmp
fastfading/img59.bmp,9.426468350910561,plane,refimgs/plane.bmp
fastfading/img60.bmp,14.523194856047589,plane,refimgs/plane.bmp
fastfading/img61.bmp,75.73546444515758,woman,refimgs/woman.bmp
fastfading/img62.bmp,73.80284324741564,woman,refimgs/woman.bmp
fastfading/img63.bmp,20.510661566218758,woman,refimgs/woman.bmp
fastfading/img64.bmp,10.139030733080304,woman,refimgs/woman.bmp
fastfading/img65.bmp,87.9097236928659,woman,refimgs/woman.bmp
fastfading/img66.bmp,59.220408784962586,buildings,refimgs/buildings.bmp
fastfading/img67.bmp,73.46184832990365,buildings,refimgs/buildings.bmp
fastfading/img68.bmp,69.5058791325869,buildings,refimgs/buildings.bmp
fastfading/img69.bmp,89.79611578262839,buildings,refimgs/buildings.bmp
fastfading/img70.bmp,8.049363347373571,buildings,refimgs/buildings.bmp
fastfading/img71.bmp,97.87628555010909,house,refimgs/house.bmp
fastfading/img72.bmp,22.841368890743222,house,refimgs/house.bmp
fastfading/img73.bmp,36.83680677608689,house,refimgs/house.bmp
fastfading/img74.bmp,11.021255348207085,house,refimgs/house.bmp
fastfading/img75.bmp,10.886885674413485,house,refimgs/house.bmp
fastfading/img76.bmp,97.93005426044192,rapids,refimgs/rapids.bmp
fastfading/img77.bmp,46.61397691273123,rapids,refimgs/rapids.bmp
fastfading/img78.bmp,45.771721280740564,rapids,refimgs/rapids.bmp
fastfading/img79.bmp,57.0121131162158,rapids,refimgs/rapids.bmp
fastfading/img80.bmp,6.827347477667608,rapids,refimgs/rapids.bmp
fastfading/img81.bmp,48.85321204142524,womanhat,refimgs/womanhat.bmp
fastfading/img82.bmp,41.631702200296125,womanhat,refimgs/womanhat.bmp
fastfading/img83.bmp,24.486863891147017,womanhat,refimgs/womanhat.bmp
fastfading/img84.bmp,19.021435287056377,womanhat,refimgs/womanhat.bmp
fastfading/img85.bmp,54.56990823000827,womanhat,refimgs/womanhat.bmp
fastfading/img86.bmp,90.82715103470838,caps,refimgs/caps.bmp
fastfading/img87.bmp,75.44972331293029,caps,refimgs/caps.bmp
fastfading/img88.bmp,59.172591067376246,caps,refimgs/caps.bmp
fastfading/img89.bmp,31.05987190620283,caps,refimgs/caps.bmp
fastfading/img90.bmp,45.10596694497139,caps,refimgs/caps.bmp
fastfading/img91.bmp,55.63083463174906,lighthouse,refimgs/lighthouse.bmp
fastfading/img92.bmp,81.44321011813874,lighthouse,refimgs/lighthouse.bmp
fastfading/img93.bmp,38.38644793948208,lighthouse,refimgs/lighthouse.bmp
fastfading/img94.bmp,46.66136696626988,lighthouse,refimgs/lighthouse.bmp
fastfading/img95.bmp,58.4995162932027,lighthouse,refimgs/lighthouse.bmp
fastfading/img96.bmp,96.01007026787254,sailing1,refimgs/sailing1.bmp
fastfading/img97.bmp,71.3583186945212,sailing1,refimgs/sailing1.bmp
fastfading/img98.bmp,20.898734424376453,sailing1,refimgs/sailing1.bmp
fastfading/img99.bmp,60.48403996902601,sailing1,refimgs/sailing1.bmp
fastfading/img100.bmp,64.71622731164517,sailing1,refimgs/sailing1.bmp
