img,dist,ver,fpath,elo,ref_img
A0067,02,04,Distortion_2/A0067_02_04.bmp,1711.4680,Train_Ref/A0067.bmp
A0067,02,05,Distortion_2/A0067_02_05.bmp,1372.5881,Train_Ref/A0067.bmp
A0067,02,06,Distortion_2/A0067_02_06.bmp,1405.9387,Train_Ref/A0067.bmp
A0067,02,07,Distortion_2/A0067_02_07.bmp,1432.6015,Train_Ref/A0067.bmp
A0067,02,08,Distortion_2/A0067_02_08.bmp,1455.9457,Train_Ref/A0067.bmp
A0067,02,09,Distortion_2/A0067_02_09.bmp,1528.3140,Train_Ref/A0067.bmp
A0067,03,00,Distortion_2/A0067_03_00.bmp,1446.7109,Train_Ref/A0067.bmp
A0067,03,01,Distortion_2/A0067_03_01.bmp,1434.7984,Train_Ref/A0067.bmp
A0067,03,02,Distortion_2/A0067_03_02.bmp,1446.5791,Train_Ref/A0067.bmp
A0067,03,03,Distortion_2/A0067_03_03.bmp,1491.2619,Train_Ref/A0067.bmp
A0067,03,04,Distortion_2/A0067_03_04.bmp,1512.2874,Train_Ref/A0067.bmp
A0067,03,05,Distortion_2/A0067_03_05.bmp,1355.4789,Train_Ref/A0067.bmp
A0067,03,06,Distortion_2/A0067_03_06.bmp,1492.7970,Train_Ref/A0067.bmp
A0067,03,07,Distortion_2/A0067_03_07.bmp,1425.8851,Train_Ref/A0067.bmp
A0067,03,08,Distortion_2/A0067_03_08.bmp,1460.2485,Train_Ref/A0067.bmp
A0067,03,09,Distortion_2/A0067_03_09.bmp,1537.6961,Train_Ref/A0067.bmp
A0067,03,10,Distortion_2/A0067_03_10.bmp,1424.1400,Train_Ref/A0067.bmp
A0067,03,11,Distortion_2/A0067_03_11.bmp,1363.5509,Train_Ref/A0067.bmp
A0067,03,12,Distortion_2/A0067_03_12.bmp,1469.8606,Train_Ref/A0067.bmp
A0067,03,13,Distortion_2/A0067_03_13.bmp,1561.8393,Train_Ref/A0067.bmp
A0067,03,14,Distortion_2/A0067_03_14.bmp,1548.9465,Train_Ref/A0067.bmp
A0067,03,15,Distortion_2/A0067_03_15.bmp,1465.3947,Train_Ref/A0067.bmp
A0067,03,16,Distortion_2/A0067_03_16.bmp,1472.8827,Train_Ref/A0067.bmp
A0067,03,17,Distortion_2/A0067_03_17.bmp,1529.2413,Train_Ref/A0067.bmp
A0067,03,18,Distortion_2/A0067_03_18.bmp,1489.2296,Train_Ref/A0067.bmp
A0067,03,19,Distortion_2/A0067_03_19.bmp,1520.9237,Train_Ref/A0067.bmp
A0067,03,20,Distortion_2/A0067_03_20.bmp,1345.5380,Train_Ref/A0067.bmp
A0067,03,21,Distortion_2/A0067_03_21.bmp,1061.0147,Train_Ref/A0067.bmp
A0067,03,22,Distortion_2/A0067_03_22.bmp,1281.0324,Train_Ref/A0067.bmp
A0067,03,23,Distortion_2/A0067_03_23.bmp,1164.2373,Train_Ref/A0067.bmp
A0067,04,00,Distortion_2/A0067_04_00.bmp,1571.7233,Train_Ref/A0067.bmp
A0067,04,01,Distortion_2/A0067_04_01.bmp,1477.5167,Train_Ref/A0067.bmp
A0067,04,02,Distortion_2/A0067_04_02.bmp,1586.3345,Train_Ref/A0067.bmp
A0067,04,03,Distortion_2/A0067_04_03.bmp,1463.9359,Train_Ref/A0067.bmp
A0067,04,04,Distortion_2/A0067_04_04.bmp,1370.3290,Train_Ref/A0067.bmp
A0067,04,05,Distortion_2/A0067_04_05.bmp,1530.9146,Train_Ref/A0067.bmp
A0067,04,06,Distortion_2/A0067_04_06.bmp,1482.1569,Train_Ref/A0067.bmp
A0067,04,07,Distortion_2/A0067_04_07.bmp,1297.9719,Train_Ref/A0067.bmp
A0067,04,08,Distortion_2/A0067_04_08.bmp,1458.0389,Train_Ref/A0067.bmp
A0067,04,09,Distortion_2/A0067_04_09.bmp,1431.1073,Train_Ref/A0067.bmp
A0067,04,10,Distortion_2/A0067_04_10.bmp,1408.8933,Train_Ref/A0067.bmp
A0067,04,11,Distortion_2/A0067_04_11.bmp,1440.1080,Train_Ref/A0067.bmp
A0067,04,12,Distortion_2/A0067_04_12.bmp,1451.9333,Train_Ref/A0067.bmp
A0067,05,00,Distortion_2/A0067_05_00.bmp,1476.1744,Train_Ref/A0067.bmp
A0067,05,01,Distortion_2/A0067_05_01.bmp,1324.8130,Train_Ref/A0067.bmp
A0067,05,02,Distortion_2/A0067_05_02.bmp,1416.2450,Train_Ref/A0067.bmp
A0067,05,03,Distortion_2/A0067_05_03.bmp,1374.5761,Train_Ref/A0067.bmp
A0067,05,04,Distortion_2/A0067_05_04.bmp,1383.9309,Train_Ref/A0067.bmp
A0067,05,05,Distortion_2/A0067_05_05.bmp,1369.8515,Train_Ref/A0067.bmp
A0067,05,06,Distortion_2/A0067_05_06.bmp,1266.4407,Train_Ref/A0067.bmp
A0067,05,07,Distortion_2/A0067_05_07.bmp,1247.2366,Train_Ref/A0067.bmp
A0067,05,08,Distortion_2/A0067_05_08.bmp,1201.5818,Train_Ref/A0067.bmp
A0067,05,09,Distortion_2/A0067_05_09.bmp,1401.2400,Train_Ref/A0067.bmp
A0067,05,10,Distortion_2/A0067_05_10.bmp,1452.4262,Train_Ref/A0067.bmp
A0067,05,11,Distortion_2/A0067_05_11.bmp,1465.4043,Train_Ref/A0067.bmp
A0067,05,12,Distortion_2/A0067_05_12.bmp,1394.3309,Train_Ref/A0067.bmp
A0067,05,13,Distortion_2/A0067_05_13.bmp,1408.8547,Train_Ref/A0067.bmp
A0067,06,00,Distortion_2/A0067_06_00.bmp,1389.7768,Train_Ref/A0067.bmp
A0067,06,01,Distortion_2/A0067_06_01.bmp,1446.2157,Train_Ref/A0067.bmp
A0067,06,02,Distortion_2/A0067_06_02.bmp,1341.6718,Train_Ref/A0067.bmp
A0067,06,03,Distortion_2/A0067_06_03.bmp,1489.0772,Train_Ref/A0067.bmp
A0067,06,04,Distortion_2/A0067_06_04.bmp,1401.6965,Train_Ref/A0067.bmp
A0067,06,05,Distortion_2/A0067_06_05.bmp,1608.6447,Train_Ref/A0067.bmp
A0067,06,06,Distortion_2/A0067_06_06.bmp,1632.6382,Train_Ref/A0067.bmp
A0067,06,07,Distortion_2/A0067_06_07.bmp,1550.2431,Train_Ref/A0067.bmp
A0067,06,08,Distortion_2/A0067_06_08.bmp,1607.5415,Train_Ref/A0067.bmp
A0067,06,09,Distortion_2/A0067_06_09.bmp,1594.9134,Train_Ref/A0067.bmp
A0067,06,10,Distortion_2/A0067_06_10.bmp,1418.2040,Train_Ref/A0067.bmp
A0067,06,11,Distortion_2/A0067_06_11.bmp,1388.8340,Train_Ref/A0067.bmp
A0067,06,12,Distortion_2/A0067_06_12.bmp,1330.9661,Train_Ref/A0067.bmp
A0067,06,13,Distortion_2/A0067_06_13.bmp,1328.4209,Train_Ref/A0067.bmp
A0067,06,14,Distortion_2/A0067_06_14.bmp,1366.4328,Train_Ref/A0067.bmp
A0067,06,15,Distortion_2/A0067_06_15.bmp,1249.1714,Train_Ref/A0067.bmp
A0067,06,16,Distortion_2/A0067_06_16.bmp,1475.3470,Train_Ref/A0067.bmp
A0067,06,17,Distortion_2/A0067_06_17.bmp,1491.8744,Train_Ref/A0067.bmp
A0067,06,18,Distortion_2/A0067_06_18.bmp,1555.6078,Train_Ref/A0067.bmp
A0067,06,19,Distortion_2/A0067_06_19.bmp,1475.2645,Train_Ref/A0067.bmp
A0067,06,20,Distortion_2/A0067_06_20.bmp,1508.2874,Train_Ref/A0067.bmp
A0067,06,21,Distortion_2/A0067_06_21.bmp,1343.5962,Train_Ref/A0067.bmp
A0067,06,22,Distortion_2/A0067_06_22.bmp,1443.7388,Train_Ref/A0067.bmp
A0067,06,23,Distortion_2/A0067_06_23.bmp,1725.4693,Train_Ref/A0067.bmp
A0067,06,24,Distortion_2/A0067_06_24.bmp,1554.2231,Train_Ref/A0067.bmp
A0067,06,25,Distortion_2/A0067_06_25.bmp,1510.3588,Train_Ref/A0067.bmp
A0067,06,26,Distortion_2/A0067_06_26.bmp,1480.0645,Train_Ref/A0067.bmp
A0068,00,00,Distortion_2/A0068_00_00.bmp,1456.9230,Train_Ref/A0068.bmp
A0068,00,01,Distortion_2/A0068_00_01.bmp,1302.0794,Train_Ref/A0068.bmp
A0068,00,02,Distortion_2/A0068_00_02.bmp,1602.4773,Train_Ref/A0068.bmp
A0068,00,03,Distortion_2/A0068_00_03.bmp,1455.1552,Train_Ref/A0068.bmp
A0068,00,04,Distortion_2/A0068_00_04.bmp,1351.1406,Train_Ref/A0068.bmp
A0068,00,05,Distortion_2/A0068_00_05.bmp,1556.6889,Train_Ref/A0068.bmp
A0068,00,06,Distortion_2/A0068_00_06.bmp,1501.7195,Train_Ref/A0068.bmp
A0068,00,07,Distortion_2/A0068_00_07.bmp,1317.1853,Train_Ref/A0068.bmp
A0068,00,08,Distortion_2/A0068_00_08.bmp,1537.1284,Train_Ref/A0068.bmp
A0068,00,09,Distortion_2/A0068_00_09.bmp,1574.3440,Train_Ref/A0068.bmp
A0068,00,10,Distortion_2/A0068_00_10.bmp,1445.2636,Train_Ref/A0068.bmp
A0068,00,11,Distortion_2/A0068_00_11.bmp,1443.9263,Train_Ref/A0068.bmp
A0068,01,00,Distortion_2/A0068_01_00.bmp,1523.3360,Train_Ref/A0068.bmp
A0068,01,01,Distortion_2/A0068_01_01.bmp,1485.3695,Train_Ref/A0068.bmp
A0068,01,02,Distortion_2/A0068_01_02.bmp,1383.5338,Train_Ref/A0068.bmp
A0068,01,03,Distortion_2/A0068_01_03.bmp,1629.3544,Train_Ref/A0068.bmp
A0068,01,04,Distortion_2/A0068_01_04.bmp,1472.8433,Train_Ref/A0068.bmp
A0068,01,05,Distortion_2/A0068_01_05.bmp,1311.4403,Train_Ref/A0068.bmp
A0068,01,06,Distortion_2/A0068_01_06.bmp,1520.2481,Train_Ref/A0068.bmp
A0068,01,07,Distortion_2/A0068_01_07.bmp,1478.1320,Train_Ref/A0068.bmp
A0068,01,08,Distortion_2/A0068_01_08.bmp,1350.3360,Train_Ref/A0068.bmp
A0068,01,09,Distortion_2/A0068_01_09.bmp,1580.2562,Train_Ref/A0068.bmp
A0068,01,10,Distortion_2/A0068_01_10.bmp,1570.7249,Train_Ref/A0068.bmp
A0068,01,11,Distortion_2/A0068_01_11.bmp,1408.0679,Train_Ref/A0068.bmp
A0068,01,12,Distortion_2/A0068_01_12.bmp,1576.1935,Train_Ref/A0068.bmp
A0068,01,13,Distortion_2/A0068_01_13.bmp,1525.7536,Train_Ref/A0068.bmp
A0068,01,14,Distortion_2/A0068_01_14.bmp,1367.6834,Train_Ref/A0068.bmp
A0068,01,15,Distortion_2/A0068_01_15.bmp,1143.5090,Train_Ref/A0068.bmp
A0068,02,00,Distortion_2/A0068_02_00.bmp,1478.9617,Train_Ref/A0068.bmp
A0068,02,01,Distortion_2/A0068_02_01.bmp,1444.3243,Train_Ref/A0068.bmp
A0068,02,02,Distortion_2/A0068_02_02.bmp,1547.1491,Train_Ref/A0068.bmp
A0068,02,03,Distortion_2/A0068_02_03.bmp,1640.7380,Train_Ref/A0068.bmp
A0068,02,04,Distortion_2/A0068_02_04.bmp,1615.9502,Train_Ref/A0068.bmp
A0068,02,05,Distortion_2/A0068_02_05.bmp,1251.4712,Train_Ref/A0068.bmp
A0068,02,06,Distortion_2/A0068_02_06.bmp,1269.8857,Train_Ref/A0068.bmp
A0068,02,07,Distortion_2/A0068_02_07.bmp,1405.4661,Train_Ref/A0068.bmp
A0068,02,08,Distortion_2/A0068_02_08.bmp,1454.5163,Train_Ref/A0068.bmp
A0068,02,09,Distortion_2/A0068_02_09.bmp,1442.9350,Train_Ref/A0068.bmp
A0068,03,00,Distortion_2/A0068_03_00.bmp,1353.3935,Train_Ref/A0068.bmp
A0068,03,01,Distortion_2/A0068_03_01.bmp,1513.3303,Train_Ref/A0068.bmp
A0068,03,02,Distortion_2/A0068_03_02.bmp,1511.7275,Train_Ref/A0068.bmp
A0068,03,03,Distortion_2/A0068_03_03.bmp,1417.8808,Train_Ref/A0068.bmp
A0068,03,04,Distortion_2/A0068_03_04.bmp,1335.3632,Train_Ref/A0068.bmp
A0068,03,05,Distortion_2/A0068_03_05.bmp,1392.6519,Train_Ref/A0068.bmp
A0068,03,06,Distortion_2/A0068_03_06.bmp,1522.1168,Train_Ref/A0068.bmp
A0068,03,07,Distortion_2/A0068_03_07.bmp,1376.7030,Train_Ref/A0068.bmp
A0068,03,08,Distortion_2/A0068_03_08.bmp,1384.0557,Train_Ref/A0068.bmp
A0068,03,09,Distortion_2/A0068_03_09.bmp,1524.6744,Train_Ref/A0068.bmp
A0068,03,10,Distortion_2/A0068_03_10.bmp,1424.5069,Train_Ref/A0068.bmp
A0068,03,11,Distortion_2/A0068_03_11.bmp,1378.3580,Train_Ref/A0068.bmp
A0068,03,12,Distortion_2/A0068_03_12.bmp,1457.1233,Train_Ref/A0068.bmp
A0068,03,13,Distortion_2/A0068_03_13.bmp,1577.4393,Train_Ref/A0068.bmp
A0068,03,14,Distortion_2/A0068_03_14.bmp,1496.5932,Train_Ref/A0068.bmp
A0068,03,15,Distortion_2/A0068_03_15.bmp,1500.4920,Train_Ref/A0068.bmp
A0068,03,16,Distortion_2/A0068_03_16.bmp,1327.9303,Train_Ref/A0068.bmp
A0068,03,17,Distortion_2/A0068_03_17.bmp,1509.2965,Train_Ref/A0068.bmp
A0068,03,18,Distortion_2/A0068_03_18.bmp,1517.5353,Train_Ref/A0068.bmp
A0068,03,19,Distortion_2/A0068_03_19.bmp,1568.8117,Train_Ref/A0068.bmp
A0068,03,20,Distortion_2/A0068_03_20.bmp,1225.4454,Train_Ref/A0068.bmp
A0068,03,21,Distortion_2/A0068_03_21.bmp,1262.7928,Train_Ref/A0068.bmp
A0068,03,22,Distortion_2/A0068_03_22.bmp,1371.3902,Train_Ref/A0068.bmp
A0068,03,23,Distortion_2/A0068_03_23.bmp,1285.2580,Train_Ref/A0068.bmp
A0068,04,00,Distortion_2/A0068_04_00.bmp,1675.2593,Train_Ref/A0068.bmp
A0068,04,01,Distortion_2/A0068_04_01.bmp,1540.4269,Train_Ref/A0068.bmp
A0068,04,02,Distortion_2/A0068_04_02.bmp,1687.7715,Train_Ref/A0068.bmp
A0068,04,03,Distortion_2/A0068_04_03.bmp,1619.3441,Train_Ref/A0068.bmp
A0068,04,04,Distortion_2/A0068_04_04.bmp,1443.7081,Train_Ref/A0068.bmp
A0068,04,05,Distortion_2/A0068_04_05.bmp,1529.4087,Train_Ref/A0068.bmp
A0068,04,06,Distortion_2/A0068_04_06.bmp,1460.6653,Train_Ref/A0068.bmp
A0068,04,07,Distortion_2/A0068_04_07.bmp,1193.8506,Train_Ref/A0068.bmp
A0068,04,08,Distortion_2/A0068_04_08.bmp,1585.9952,Train_Ref/A0068.bmp
A0068,04,09,Distortion_2/A0068_04_09.bmp,1438.1009,Train_Ref/A0068.bmp
A0068,04,10,Distortion_2/A0068_04_10.bmp,1367.8469,Train_Ref/A0068.bmp
A0068,04,11,Distortion_2/A0068_04_11.bmp,1530.9448,Train_Ref/A0068.bmp
A0068,04,12,Distortion_2/A0068_04_12.bmp,1615.1685,Train_Ref/A0068.bmp
A0068,05,00,Distortion_2/A0068_05_00.bmp,1523.9432,Train_Ref/A0068.bmp
A0068,05,01,Distortion_2/A0068_05_01.bmp,1164.8930,Train_Ref/A0068.bmp
A0068,05,02,Distortion_2/A0068_05_02.bmp,1295.3064,Train_Ref/A0068.bmp
A0068,05,03,Distortion_2/A0068_05_03.bmp,1062.6207,Train_Ref/A0068.bmp
A0068,05,04,Distortion_2/A0068_05_04.bmp,1666.1412,Train_Ref/A0068.bmp
A0068,05,05,Distortion_2/A0068_05_05.bmp,1500.9033,Train_Ref/A0068.bmp
A0068,05,06,Distortion_2/A0068_05_06.bmp,1416.8195,Train_Ref/A0068.bmp
A0068,05,07,Distortion_2/A0068_05_07.bmp,1372.9350,Train_Ref/A0068.bmp
A0068,05,08,Distortion_2/A0068_05_08.bmp,1189.7657,Train_Ref/A0068.bmp
A0068,05,09,Distortion_2/A0068_05_09.bmp,1326.3861,Train_Ref/A0068.bmp
A0068,05,10,Distortion_2/A0068_05_10.bmp,1476.1881,Train_Ref/A0068.bmp
A0068,05,11,Distortion_2/A0068_05_11.bmp,1405.2172,Train_Ref/A0068.bmp
A0068,05,12,Distortion_2/A0068_05_12.bmp,1405.5014,Train_Ref/A0068.bmp
A0068,05,13,Distortion_2/A0068_05_13.bmp,1323.8185,Train_Ref/A0068.bmp
A0068,06,00,Distortion_2/A0068_06_00.bmp,1394.8100,Train_Ref/A0068.bmp
A0068,06,01,Distortion_2/A0068_06_01.bmp,1341.3475,Train_Ref/A0068.bmp
A0068,06,02,Distortion_2/A0068_06_02.bmp,1420.6831,Train_Ref/A0068.bmp
A0068,06,03,Distortion_2/A0068_06_03.bmp,1423.1626,Train_Ref/A0068.bmp
A0068,06,04,Distortion_2/A0068_06_04.bmp,1587.1514,Train_Ref/A0068.bmp
A0068,06,05,Distortion_2/A0068_06_05.bmp,1480.0252,Train_Ref/A0068.bmp
A0068,06,06,Distortion_2/A0068_06_06.bmp,1336.3819,Train_Ref/A0068.bmp
A0068,06,07,Distortion_2/A0068_06_07.bmp,1617.4942,Train_Ref/A0068.bmp
A0068,06,08,Distortion_2/A0068_06_08.bmp,1595.1686,Train_Ref/A0068.bmp
A0068,06,09,Distortion_2/A0068_06_09.bmp,1566.7854,Train_Ref/A0068.bmp
A0068,06,10,Distortion_2/A0068_06_10.bmp,1449.9776,Train_Ref/A0068.bmp
A0068,06,11,Distortion_2/A0068_06_11.bmp,1390.3151,Train_Ref/A0068.bmp
A0068,06,12,Distortion_2/A0068_06_12.bmp,1295.4566,Train_Ref/A0068.bmp
A0068,06,13,Distortion_2/A0068_06_13.bmp,1282.6410,Train_Ref/A0068.bmp
A0068,06,14,Distortion_2/A0068_06_14.bmp,1284.4889,Train_Ref/A0068.bmp
A0068,06,15,Distortion_2/A0068_06_15.bmp,1077.8034,Train_Ref/A0068.bmp
A0068,06,16,Distortion_2/A0068_06_16.bmp,1576.6563,Train_Ref/A0068.bmp
A0068,06,17,Distortion_2/A0068_06_17.bmp,1530.0400,Train_Ref/A0068.bmp
A0068,06,18,Distortion_2/A0068_06_18.bmp,1606.4018,Train_Ref/A0068.bmp
A0068,06,19,Distortion_2/A0068_06_19.bmp,1509.8070,Train_Ref/A0068.bmp
A0068,06,20,Distortion_2/A0068_06_20.bmp,1489.2969,Train_Ref/A0068.bmp
A0068,06,21,Distortion_2/A0068_06_21.bmp,1519.5233,Train_Ref/A0068.bmp
A0068,06,22,Distortion_2/A0068_06_22.bmp,1671.1531,Train_Ref/A0068.bmp
A0068,06,23,Distortion_2/A0068_06_23.bmp,1629.7201,Train_Ref/A0068.bmp
A0068,06,24,Distortion_2/A0068_06_24.bmp,1531.3966,Train_Ref/A0068.bmp
A0068,06,25,Distortion_2/A0068_06_25.bmp,1572.1845,Train_Ref/A0068.bmp
A0068,06,26,Distortion_2/A0068_06_26.bmp,1590.1915,Train_Ref/A0068.bmp
A0069,00,00,Distortion_2/A0069_00_00.bmp,1484.3434,Train_Ref/A0069.bmp
A0069,00,01,Distortion_2/A0069_00_01.bmp,1329.1608,Train_Ref/A0069.bmp
A0069,00,02,Distortion_2/A0069_00_02.bmp,1587.8259,Train_Ref/A0069.bmp
A0069,00,03,Distortion_2/A0069_00_03.bmp,1371.8146,Train_Ref/A0069.bmp
A0069,00,04,Distortion_2/A0069_00_04.bmp,1281.6177,Train_Ref/A0069.bmp
A0069,00,05,Distortion_2/A0069_00_05.bmp,1568.3319,Train_Ref/A0069.bmp
A0069,00,06,Distortion_2/A0069_00_06.bmp,1413.9906,Train_Ref/A0069.bmp
A0069,00,07,Distortion_2/A0069_00_07.bmp,1351.9871,Train_Ref/A0069.bmp
A0069,00,08,Distortion_2/A0069_00_08.bmp,1510.5769,Train_Ref/A0069.bmp
A0069,00,09,Distortion_2/A0069_00_09.bmp,1516.9972,Train_Ref/A0069.bmp
A0069,00,10,Distortion_2/A0069_00_10.bmp,1344.8415,Train_Ref/A0069.bmp
A0069,00,11,Distortion_2/A0069_00_11.bmp,1392.5480,Train_Ref/A0069.bmp
A0069,01,00,Distortion_2/A0069_01_00.bmp,1577.1500,Train_Ref/A0069.bmp
A0069,01,01,Distortion_2/A0069_01_01.bmp,1478.8491,Train_Ref/A0069.bmp
A0069,01,02,Distortion_2/A0069_01_02.bmp,1224.8085,Train_Ref/A0069.bmp
A0069,01,03,Distortion_2/A0069_01_03.bmp,1651.4180,Train_Ref/A0069.bmp
A0069,01,04,Distortion_2/A0069_01_04.bmp,1382.7124,Train_Ref/A0069.bmp
A0069,01,05,Distortion_2/A0069_01_05.bmp,1332.8216,Train_Ref/A0069.bmp
A0069,01,06,Distortion_2/A0069_01_06.bmp,1649.8147,Train_Ref/A0069.bmp
A0069,01,07,Distortion_2/A0069_01_07.bmp,1409.8783,Train_Ref/A0069.bmp
A0069,01,08,Distortion_2/A0069_01_08.bmp,1226.2125,Train_Ref/A0069.bmp
A0069,01,09,Distortion_2/A0069_01_09.bmp,1661.6791,Train_Ref/A0069.bmp
A0069,01,10,Distortion_2/A0069_01_10.bmp,1537.6062,Train_Ref/A0069.bmp
A0069,01,11,Distortion_2/A0069_01_11.bmp,1524.2999,Train_Ref/A0069.bmp
A0069,01,12,Distortion_2/A0069_01_12.bmp,1634.6206,Train_Ref/A0069.bmp
A0069,01,13,Distortion_2/A0069_01_13.bmp,1581.9549,Train_Ref/A0069.bmp
A0069,01,14,Distortion_2/A0069_01_14.bmp,1531.4313,Train_Ref/A0069.bmp
A0069,01,15,Distortion_2/A0069_01_15.bmp,1140.7854,Train_Ref/A0069.bmp
A0069,02,00,Distortion_2/A0069_02_00.bmp,1490.6562,Train_Ref/A0069.bmp
A0069,02,01,Distortion_2/A0069_02_01.bmp,1567.1162,Train_Ref/A0069.bmp
A0069,02,02,Distortion_2/A0069_02_02.bmp,1643.8854,Train_Ref/A0069.bmp
A0069,02,03,Distortion_2/A0069_02_03.bmp,1745.9625,Train_Ref/A0069.bmp
A0069,02,04,Distortion_2/A0069_02_04.bmp,1694.6940,Train_Ref/A0069.bmp
A0069,02,05,Distortion_2/A0069_02_05.bmp,1259.4069,Train_Ref/A0069.bmp
A0069,02,06,Distortion_2/A0069_02_06.bmp,1296.7641,Train_Ref/A0069.bmp
A0069,02,07,Distortion_2/A0069_02_07.bmp,1395.6401,Train_Ref/A0069.bmp
A0069,02,08,Distortion_2/A0069_02_08.bmp,1502.5872,Train_Ref/A0069.bmp
A0069,02,09,Distortion_2/A0069_02_09.bmp,1533.7999,Train_Ref/A0069.bmp
A0069,03,00,Distortion_2/A0069_03_00.bmp,1281.5219,Train_Ref/A0069.bmp
A0069,03,01,Distortion_2/A0069_03_01.bmp,1417.9420,Train_Ref/A0069.bmp
A0069,03,02,Distortion_2/A0069_03_02.bmp,1280.5133,Train_Ref/A0069.bmp
A0069,03,03,Distortion_2/A0069_03_03.bmp,1485.1137,Train_Ref/A0069.bmp
A0069,03,04,Distortion_2/A0069_03_04.bmp,1478.8249,Train_Ref/A0069.bmp
A0069,03,05,Distortion_2/A0069_03_05.bmp,1446.4813,Train_Ref/A0069.bmp
A0069,03,06,Distortion_2/A0069_03_06.bmp,1504.3868,Train_Ref/A0069.bmp
A0069,03,07,Distortion_2/A0069_03_07.bmp,1400.4087,Train_Ref/A0069.bmp
A0069,03,08,Distortion_2/A0069_03_08.bmp,1240.8285,Train_Ref/A0069.bmp
A0069,03,09,Distortion_2/A0069_03_09.bmp,1387.5093,Train_Ref/A0069.bmp
A0069,03,10,Distortion_2/A0069_03_10.bmp,1429.7457,Train_Ref/A0069.bmp
A0069,03,11,Distortion_2/A0069_03_11.bmp,1369.1200,Train_Ref/A0069.bmp
A0069,03,12,Distortion_2/A0069_03_12.bmp,1377.8572,Train_Ref/A0069.bmp
A0069,03,13,Distortion_2/A0069_03_13.bmp,1397.0548,Train_Ref/A0069.bmp
A0069,03,14,Distortion_2/A0069_03_14.bmp,1411.7060,Train_Ref/A0069.bmp
A0069,03,15,Distortion_2/A0069_03_15.bmp,1501.7906,Train_Ref/A0069.bmp
A0069,03,16,Distortion_2/A0069_03_16.bmp,1416.4662,Train_Ref/A0069.bmp
A0069,03,17,Distortion_2/A0069_03_17.bmp,1468.2273,Train_Ref/A0069.bmp
A0069,03,18,Distortion_2/A0069_03_18.bmp,1426.2016,Train_Ref/A0069.bmp
A0069,03,19,Distortion_2/A0069_03_19.bmp,1461.0061,Train_Ref/A0069.bmp
A0069,03,20,Distortion_2/A0069_03_20.bmp,1351.8520,Train_Ref/A0069.bmp
A0069,03,21,Distortion_2/A0069_03_21.bmp,1139.4413,Train_Ref/A0069.bmp
A0069,03,22,Distortion_2/A0069_03_22.bmp,1248.1037,Train_Ref/A0069.bmp
A0069,03,23,Distortion_2/A0069_03_23.bmp,1099.2565,Train_Ref/A0069.bmp
A0069,04,00,Distortion_2/A0069_04_00.bmp,1761.2744,Train_Ref/A0069.bmp
A0069,04,01,Distortion_2/A0069_04_01.bmp,1559.6965,Train_Ref/A0069.bmp
A0069,04,02,Distortion_2/A0069_04_02.bmp,1711.7501,Train_Ref/A0069.bmp
A0069,04,03,Distortion_2/A0069_04_03.bmp,1609.2386,Train_Ref/A0069.bmp
A0069,04,04,Distortion_2/A0069_04_04.bmp,1482.2938,Train_Ref/A0069.bmp
A0069,04,05,Distortion_2/A0069_04_05.bmp,1700.0092,Train_Ref/A0069.bmp
A0069,04,06,Distortion_2/A0069_04_06.bmp,1453.1511,Train_Ref/A0069.bmp
A0069,04,07,Distortion_2/A0069_04_07.bmp,1293.6644,Train_Ref/A0069.bmp
A0069,04,08,Distortion_2/A0069_04_08.bmp,1679.8464,Train_Ref/A0069.bmp
A0069,04,09,Distortion_2/A0069_04_09.bmp,1460.2779,Train_Ref/A0069.bmp
A0069,04,10,Distortion_2/A0069_04_10.bmp,1373.2376,Train_Ref/A0069.bmp
A0069,04,11,Distortion_2/A0069_04_11.bmp,1585.4795,Train_Ref/A0069.bmp
A0069,04,12,Distortion_2/A0069_04_12.bmp,1583.6805,Train_Ref/A0069.bmp
A0069,05,00,Distortion_2/A0069_05_00.bmp,1407.1444,Train_Ref/A0069.bmp
A0069,05,01,Distortion_2/A0069_05_01.bmp,1244.3248,Train_Ref/A0069.bmp
A0069,05,02,Distortion_2/A0069_05_02.bmp,1190.1781,Train_Ref/A0069.bmp
A0069,05,03,Distortion_2/A0069_05_03.bmp,1040.4809,Train_Ref/A0069.bmp
A0069,05,04,Distortion_2/A0069_05_04.bmp,1508.7361,Train_Ref/A0069.bmp
A0069,05,05,Distortion_2/A0069_05_05.bmp,1345.7806,Train_Ref/A0069.bmp
A0069,05,06,Distortion_2/A0069_05_06.bmp,1294.2795,Train_Ref/A0069.bmp
A0069,05,07,Distortion_2/A0069_05_07.bmp,1114.2622,Train_Ref/A0069.bmp
A0069,05,08,Distortion_2/A0069_05_08.bmp,1133.0365,Train_Ref/A0069.bmp
A0069,05,09,Distortion_2/A0069_05_09.bmp,1302.7628,Train_Ref/A0069.bmp
A0069,05,10,Distortion_2/A0069_05_10.bmp,1401.7961,Train_Ref/A0069.bmp
A0069,05,11,Distortion_2/A0069_05_11.bmp,1542.1791,Train_Ref/A0069.bmp
A0069,05,12,Distortion_2/A0069_05_12.bmp,1519.2907,Train_Ref/A0069.bmp
A0069,05,13,Distortion_2/A0069_05_13.bmp,1388.9713,Train_Ref/A0069.bmp
A0069,06,00,Distortion_2/A0069_06_00.bmp,1334.3646,Train_Ref/A0069.bmp
A0069,06,01,Distortion_2/A0069_06_01.bmp,1376.4329,Train_Ref/A0069.bmp
